OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length
489,Duval,72,USS Stark Memorial Drive,"That portion of S.R. 101/Mayport Road between S.R. A1A and Wonderwood Connector in Duval County is designated as ""USS Stark Memorial Drive.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,2,Mayport Road,,,,,,299,,0,704619f2-da07-4132-a4ad-885fa6cd149d,1893.84712844887
493,Gilchrist,31,Sergeant Ricky Lord Memorial Highway,"That portion of S.R. 26 between the Levy County line and C.R. 313 in Gilchrist County is designated as ""Sergeant Ricky Lord Memorial Highway.""",SR-26,HB 5,2010/07/01 05:00:00+00,2010,2,,,,,,,303,,0,05522a8b-349e-4d7b-924e-4d4bc1997057,7290.46609844999
496,Hamilton,32,Brett Fulton and Josh Burch Memorial Highway,"That portion of U.S. Highway 41/S.R. 6/S.R. 25 between the Madison County line and C.R. 51 in Hamilton County is designated as ""Brett Fulton and Josh Burch Memorial Highway.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,2,,,,,,,306,,0,4cf928c7-126c-4db0-959c-11c1b55c6753,36158.0992570733
501,Lafayette,33,Frank R. Norris Bridge,"The bridge over the Suwannee River on U.S. Highway 27 at Branford is designated as the ""Frank R. Norris Bridge.""",,CS/HB 1023,1991/05/29 05:00:00+00,1991,2,,,,,,,311,,0,4696f186-37f4-4fed-8d65-f7c0cb802d37,305.784474867877
506,Levy,34,Forest Ranger Edward O. Peters Memorial Highway,"That portion of S.R. 24 between C.R. 345 and U.S. Highway 19 in Levy County is designated as ""Forest Ranger Edward O. Peters Memorial Highway.""",SR-24,HB 9,2004/05/13 05:00:00+00,2004,2,,,,,,,316,,0,90f43ff7-87d5-4794-af24-7874c3b5dca1,22541.7354679698
508,Levy,34,U.S. Army SPC James A. Page Memorial Highway,"That portion of U.S. Highway 27A/S.R. 500/Hathaway Avenue between S.R. 24/Thrasher Drive and Town Court in Levy County is designated as ""U.S. Army SPC James A. Page Memorial Highway.""",US-27A,CS/HB 7039,2012/07/01 05:00:00+00,2012,2,Hathaway Avenue,,,,,,318,,0,7f03487d-512e-4006-9914-09bb8d0d3593,1886.88198159348
534,Nassau,74,MaVynne 'The Beach Lady' Betsch Highway,"That portion of Florida First Coast Highway beginning at Burney Road and continuing north through the 5500 block of Florida First Coast Highway in Nassau County is designated as ""MaVynne 'The Beach Lady' Betsch Highway.""",,HB 121,2006/07/01 05:00:00+00,2006,2,Florida First Coast Highway,,,,,,344,,0,ff585065-5fd7-4c84-91c8-87027a5ddae2,587.686172939349
538,Putnam,76,Frank Thomas McMeekin Highway,"That portion of S.R. 20 running between the Towns of Johnson and McMeekin, Putnman County, Florida, is designated as the ""Frank Thomas McMeekin Highway.""",SR-20,SB 634,1963/05/23 05:00:00+00,1963,2,,,,,,,348,,0,f160017f-63ac-4013-8aac-ea88c7cec7eb,5401.11731680004
542,St. Johns,78,Alvin C. Shands Bridge,"The bridge across the St. Johns River connecting Clay County and St. Johns County on S.R. 16 is designated as the ""Alvin C. Shands Bridge.""",,SB 769,1963/05/28 05:00:00+00,1963,2,,,,,,,352,,0,7cc01179-f8b0-4a2f-a198-e4176411e1ec,2345.50080677725
550,Taylor,38,Byron Butler Parkway,"That portion of U.S. 19 within the city limits of Perry, Taylor County is designated as ""Byron Butler Parkway.""",US-19,HB 1741,1977/07/05 05:00:00+00,1977,2,Springfield Street,,,,,,360,,0,64c8674a-2a10-40c0-a25e-11e56963dc73,5902.62341734182
554,Union,39,Correction Officers Memorial Bridge,"The New River Bridge on S.R. 16 in Bradford and Union Counties is designated as ""Correction Officers Memorial Bridge.""",,HB 385,2005/07/01 05:00:00+00,2005,2,,,,,,,364,,0,0574ee69-3b17-4ea8-b08c-955b93cc4cba,137.232197433564
564,Bay,46,"Lieutenant Colonel Carl John Luksic, USAF, Memorial Highway","That portion of U.S. 98/S.R. 30A/Tyndall Parkway between C.R. 2327/Transmitter Road and S.R. 22 in Bay County is designated as ""Lieutenant Colonel Carl John Luksic, USAF, Memorial Highway.""",,CS/CS/SB 820,2014/07/01 05:00:00+00,2014,3,Tyndall Parkway,,,,,,374,,0,867f8fae-7954-40d7-a602-9aeefda1fce7,4348.36695623034
567,Calhoun,47,C. D. Clark Road,"That portion of C.R. 275 that starts at the intersection of S.R. 71 and goes south until it connects with Marysville School Road in Calhoun County is designated as the ""C. D. Clark Road.""",,HB 1686,1959/06/12 05:00:00+00,1959,3,,,,,,,377,,0,f354e6f3-84e4-4fba-911b-7e600b6d6922,5835.29880352859
571,Escambia,48,Bayou Chico Bridge,"The new bridge over Bayou Chico on S.R. 292 in Pensacola, Escambia County is designated as the ""Bayou Chico Bridge.""",,CS/SB 82,1999/06/11 05:00:00+00,1999,3,,,,,,,381,,0,a140fa48-2881-4085-9e40-5ff4cba1aa36,815.790289872202
575,Escambia,48,Dr. Phillip A. Payne Bridge,"The Cervantes Street Bridge on U.S. Highway 90 over Bayou Texar in the City of Pensacola in Escambia County is designated as ""Dr. Philip A. Payne Bridge.""",,HB 121,2006/07/01 05:00:00+00,2006,3,Cervantes Street,,,,,,385,,0,dcff69b0-0bae-4b69-9a9a-7cb125d82d24,194.93834068228
581,Escambia,48,Perdido Key Parkway,"That portion of S.R. 292 from Blue Angel Parkway to the beginning of Perdido Key Drive in Escambia County is designated as ""Perdido Key Parkway.""",SR-292,HB 5,2010/07/01 05:00:00+00,2010,3,Sorrento Road,,,,,,391,,0,0f9abb3d-815f-47c6-ab48-dd39e72fa735,9485.44669728646
585,Franklin,49,Bryant Grady Patton Bridge,"The bridge from the mainland at Cat Point to St. George Island in Franklin County is designated as the ""Bryant Grady Patton Bridge.""",SR-300,SB 1436,1965/06/25 05:00:00+00,1965,3,,,,,,,395,,0,676c9199-664f-460b-8098-999e8a1a8ff3,7595.03634088386
591,Gadsden,50,"Alfred Lawson, Jr., Highway","That portion of U.S. Highway 90/S.R. 10/East Jefferson Street between S.R. 12/S.R. 65/Madison Street and C.R. 159 in Gadsden County is designated as ""Alfred Lawson, Jr., Highway.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,3,East Jefferson Street,,,,,,401,,0,fcfd53ff-7c95-474a-a689-9c0127316425,18266.3726485102
595,Gulf,51,"Cecil G. Costin, Sr., Boulevard","That portion S.R. 71 extending through Port St. Joe (known as 5th Street) is designated as ""Cecil G. Costin, Sr., Boulevard.""",,CS/SB 1014,1998/05/22 05:00:00+00,1998,3,,,,,,,405,,0,35f35975-d486-4c89-882f-90b5020aea4e,2109.48137087132
600,Holmes,52,Curry Bridge,"The bridge on C.R. 177 crossing Wright's Creek in Holmes County, Florida is designated as the ""Curry Bridge.""",,HB 1577,1941/06/10 05:00:00+00,1941,3,,,,,,,410,,0,26146a38-6d20-48e5-823e-e4c9e62d482c,142.150800360727
606,Jackson,53,Buddy Williams Memorial Highway,"That portion of U.S. Highway 231 in Cottondale in Jackson County at the Y in the road north of Cottondale is designated as ""Buddy Williams Memorial Highway.""",US-231,CS/HB 751,1988/05/12 05:00:00+00,1988,3,,,,,,,416,,0,082e1beb-1df8-49a8-988b-9fab3ebf9256,1060.96450524694
631,Okaloosa,57,Brian D. Little Road,"That portion of S.R. 188 between S.R. 189 and S.R. 85 in Okaloosa County is designated as ""Brian D. Little Road.""",,HB 121,2006/07/01 05:00:00+00,2006,3,Racetrack Road,,,,,,441,,0,4da76162-e6df-4a92-b25b-f35f7fdc07ea,4821.3163460919
634,Okaloosa,57,Colonel Bud Day Boulevard,"That portion of S.R. 397 from Government Avenue to the North gate at Eglin Air Force Base in Okaloosa County is designated as ""Colonel Bud Day Boulevard.""",SR-397,HB 5,2010/07/01 05:00:00+00,2010,3,John Sims Parkway,,,,,,444,,0,c89f83cc-af53-488c-a577-a3ee1916e346,4243.22030851738
636,Okaloosa,57,Danny Wuerffel Way,"That portion of S.R. 293 (Mid-Bay Bridge Road) from the south portion of the bridge toward U.S. Highway 98 in Destin is designated as ""Danny Wuerffel Way.""",,CS/SB 1366,1997/05/30 05:00:00+00,1997,3,Mid‐Bay Bridge Road,,,,,,446,,0,ff8efed7-1ed2-4ece-b022-df5c65c6a751,1829.14785731936
655,Wakulla,59,Angus Morrison Memorial Highway,"That portion of S.R. 30, extending from S.R. 61 to S.R. 363 in Wakulla County, Florida, is designated as the ""Angus Morrison Memorial Highway.""",,SB 600,1961/05/30 05:00:00+00,1961,3,,,,,,,465,,0,0a81fda0-45c1-4bbd-b3d1-5bc55c2760c0,22781.1438661959
657,Wakulla,59,Gretchen Evans Memorial Bridge,"The bridge on U.S. 98 in Wakulla County at the Wakulla River is designated as ""Gretchen Evans Memorial Bridge.""",US-98,HB 5,2010/07/01 05:00:00+00,2010,3,Coastal Highway,,,,,,467,,0,6112cab5-524d-4dd4-a125-16541d00e780,139.141575285032
664,Washington,61,Ben G. Watts Highway,"That portion of U.S. Highway 90/S.R. 10 between Holmes County line and the Jackson County line in Washington County is designated as ""Ben G. Watts Highway.""",US-90,CS/HB 7039,2012/07/01 05:00:00+00,2012,3,,,,,,,474,,0,2730cfe4-1433-4870-8233-0b081f661a52,42971.6610604424
667,Washington,61,Judge Perry Wells Highway,"That portion of S.R. 277 between S.R. 79 and U.S. Highway 90/S.R. 10/Jackson Avenue in Washington County is designated as ""Judge Perry Wells Highway.""",SR-277,HB 5,2010/07/01 05:00:00+00,2010,3,Roche Avenue,,,,,,477,,0,7a9d3afc-6c77-4b1f-8ee6-61a3a272b08c,26661.1470529099
669,Washington,61,Ralph C. Carter Parkway,"That portion of State Park Road at the entrance to the Falling Waters State Recreational Area, from Joiner Road to Falling Waters Road, in Chipley, Washington County, is designated as the ""Ralph C. Carter Parkway.""",,HB 385,2005/07/01 05:00:00+00,2005,3,State Park Road,,,,,,479,,0,3b2c34e3-32a4-4258-985b-b9823ddae213,1138.5375654815
673,Broward,86,Ann Kolb Tree Path,"The portion of Griffin Road that is located between the Florida Turnpike on the east to 600 feet west of Flamingo Road on the west in Broward County is designated as ""Ann Kolb Tree Path.""",,SB 2394,1991/06/01 05:00:00+00,1991,4,Griffin Road,,,,,,483,,0,2fe1f3ca-fd24-4219-9584-77290c5fafca,10950.2920429517
678,Broward,86,Dwight L. Rogers Memorial Causeway,"The bridge across the Intracoastal Waterway on S.R. A1A in Broward County, Florida, is designated as the ""Dwight L. Rogers Memorial Causeway.""",SR-A1A,SB 364,1955/05/11 05:00:00+00,1955,4,Las Olas Boulevard,,,,,,488,,1,f0f303da-8cbc-4aa8-a4aa-780cb348e247,372.887042598899
687,Broward,86,Trinchitella Boulevard,"That portion of S.W. 10th Street between F.A.U. Research Park Boulevard and the Sawgrass Expressway in the City of Deerfield Beach in Broward County is designated as ""Trinchitella Boulevard.""",,HB 121,2006/07/01 05:00:00+00,2006,4,S.W. 10th Street,,,,,,497,,0,db0bc632-8428-4df0-9b01-2efa8d9cb23b,5666.01818820709
691,Indian River,88,Alma Lee Loy Bridge,"Bridge number 880077 on S.R. 656 between S.R. A1A and Indian River Boulevard in the City of Vero Beach in Indian River County is designated as ""Alma Lee Loy Bridge.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,4,,,,,,,501,,0,e4be7d51-284c-4be7-bbee-62a038d56e7c,1625.54241157911
698,Martin,89,A. O. Kanner Highway,"That portion of S.R. 76 from Stuart to its intersection with U.S. 441 in Martin County is designated as the ""A. O. Kanner Highway.""",SR-76,HB 2678,1967/07/12 05:00:00+00,1967,4,,,,,,,508,,0,a555dac2-b645-4f90-a7b2-f84e66df7def,56926.0569535331
709,Palm Beach,93,Ben Sunday Memorial Highway,"That portion of S.R. 806, beginning at the west city limits of Delray Beach, Florida to the Sunshine State Parkway is designated as ""Ben Sunday Memorial Highway.""",SR-806,HB 1660,1967/07/13 05:00:00+00,1967,4,,,,,,,519,,0,3999fbf5-8382-4237-87ee-0e9cd94c154b,8892.45831529137
713,Palm Beach,93,Jack L. Saunders Bridge,"The bridge that spans the Intracoastal Waterway in the city of Delray Beach, Palm Beach County as part of Linton Boulevard is designated as the ""Jack L. Saunders Bridge."" Bch",,HB 653,1980/06/26 05:00:00+00,1980,4,Linton Boulevard,,,,,,523,,0,0a03e1b4-22d4-4ee1-92fe-54ddcf5f47f0,471.974370770323
721,Palm Beach,93,Richard Jason Randolph Memorial Bridge,"The bridge on Peninsula Corp Drive over I-95 in Palm Beach County is designated as ""Richard Jason Randolph Memorial Bridge.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,4,Peninsula Corp Drive,,,,,,531,,1,69efc739-a6ee-4966-a0e0-250e5e14e2e8,92.674402860691
724,St. Lucie,94,D. H. 'Banty' Saunders Bridge,"The north bridge in St. Lucie County across Indian River on S.R. A1A is designated as ""D. H. 'Banty' Saunders Bridge.""",SR-A1A,SB 256,1965/05/05 05:00:00+00,1965,4,,,,,,,534,,0,6158199f-8b1f-42ec-b887-45f79cb8b043,706.73458702497
863,Flagler,73,Deputy Charles 'Chuck' Sease Memorial Interchange,"The interchange of I-95 and S.R. 100 at exit number 284 in Flagler County is designated as ""Deputy Charles 'Chuck' Sease Memorial Interchange.""",,HB 9,2004/05/13 05:00:00+00,2004,5,,,,,,,553,,0,24032080-b747-4e18-a918-c140fe4abaab,1169.48078333271
877,Marion,36,Abshier Boulevard,"That portion of U.S. Highway 441, as it passes through the city limits of Belleview, Marion County, is designated as ""Abshier Boulevard.""",US-441,SB 940,1965/06/25 05:00:00+00,1965,5,,,,,,,567,,0,a8fcd54e-66f0-4f43-9abe-ad543d1863bd,6099.85717886371
882,Marion,36,Dr. John M. Haile Memorial Boulevard,"That portion of East Silver Springs Boulevard, S.R. 40, in the City of Ocala from East 11th Avenue to East 16th Avenue is designated as the ""Dr. John M. Haile Memorial Boulevard.""",,HB 385,2005/07/01 05:00:00+00,2005,5,East Silver Springs Boulevard,,,,,,572,,0,f3a8373f-a02a-4f27-a44e-0d50b8319717,980.204404631563
887,Marion,36,Kenneth H. 'Buddy' MacKay and Jim H. Williams Bridge,"The bridge on S.W. 17th Street between S.W. 12th Avenue and S. Pine Avenue in the City of Ocala in Marion County is designated as ""Kenneth H. 'Buddy' MacKay and Jim H. Williams Bridge.""",,HB 5,2010/07/01 05:00:00+00,2010,5,S.W. 17th Street,,,,,,577,,0,f82bd44a-137c-4c62-8499-53809767eff9,107.977479691575
890,Marion,36,McCall/Custureri Highway,"That portion of S.R. 492 from U.S. Highway 301 to S.R. 40 in Ocala is designated as the ""McCall/Custureri Highway.""",,SB 1156,1996/05/07 05:00:00+00,1996,5,N.E. 14th Street,,,,,,580,,0,2fe97008-c12a-46b5-a609-95c0662cf30b,6866.66073826692
920,Orange,75,Anelie Cadet Way,"That portion of U.S. 441/S.R. 500/Orange Blossom Trail between Lake View Drive/Lake Street and S.R. 451 in Orange County is designated as ""Anelie Cadet Way.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,5,Orange Blossom Trail,,,,,,610,,0,cec0f205-c765-413f-9924-18c47f0581e8,2402.10873941761
934,Osceola,92,Kings Highway,"The road from Neptune Road to the edge of the waters of Lake Tohopekaliga is designated as ""Kings Highway.""",,SB 88,1949/05/04 05:00:00+00,1949,5,,,,,,,624,,0,7320bd7d-cbef-4a30-869f-a86ecab02646,4371.16649574864
935,Osceola,92,"Officer Matthew Baxter and Sergeant Richard Sam Howard, III Boulevard","That portion of Hoagland Boulevard between Old Tampa Highway and Pershing Street in Osceola County is designated as ""Officer Matthew Baxter and Sergeant Richard Sam Howard, III Boulevard.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,5,Hoagland Boulevard,,,,,,625,,0,ab8d7ffc-c882-46c3-9432-22c7eb2e7832,674.656135752271
945,Sumter,18,Florida Veterans Memorial Bridge,"The bridge on I-75 at the Lake Panasoffkee area exit in Sumter County is designated as ""Florida Veterans Memorial Bridge.""",I-75,HB 9,2004/05/13 05:00:00+00,2004,5,,,,,,,635,,0,672f7f16-d971-4bbb-a9bb-103e87cd07fd,1563.68005587825
949,Volusia,79,"Charles W. Cherry, Sr., Parkway","That portion of International Speedway Boulevard between Nova Road and Beach Street in Volusia County is designated as ""Charles W. Cherry, Sr., Parkway.""",,HB 385,2005/07/01 05:00:00+00,2005,5,International Speedway Boulevard,,,,,,639,,0,e4ff1a0e-877f-4543-83a6-b7d13b262fca,2548.2878284512
952,Volusia,79,David Hinson Parkway,"That portion of Nova Road in Volusia County between International Speedway Boulevard to Geroge W. Ingram Boulevard is designated as the ""David Hinson Parkway.""",,HB 385,2005/07/01 05:00:00+00,2005,5,Nova Road,,,,,,642,,0,4da50d42-3b9d-444f-b294-66dce569a5e9,1069.34513877424
1339,Miami‐Dade,87,A.B. Martin Street,"That portion of N.W. 135th Street between N.W. 27th Avenue and N.W. 37th Avenue in Miami-Dade County is designated as ""A.B. Martin Street.""",,HB 121,2006/07/01 05:00:00+00,2006,6,N.W. 135th Street,,,,,,655,,0,192ea5bb-48d0-46b3-b4e9-6cd89fa58701,1827.6737253652
1340,Miami‐Dade,87,African Caribbean Cultural Arts Corridor,"That portion of N.W. 7th Avenue between N.W. 36th Street and N.W. 79th Street in Miami-Dade County is designated as ""African Caribbean Cultural Arts Corridor.""",,HB 121,2006/07/01 05:00:00+00,2006,6,N.W. 7th Avenue,,,,,,656,,0,ed99a29f-0546-495d-b397-6584ca3caf74,4639.11862410154
1342,Miami‐Dade,87,Alexandre Petion Boulevard,"That portion of S.R. 909 on West Dixie Highway in Miami-Dade County, from the north boundary of State House District 108 to N.E. 2nd Avenue, is designated as ""Alexandre Petion Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,6,West Dixie Highway,,,,,,658,,0,2f86fa64-bddf-4e1b-ad47-ace31e1c244f,2733.36103906544
1345,Miami‐Dade,87,Ambassador Armando Valladares Drive,"That portion of N. Kendall Drive between S.W. 117th Avenue and S.W. 127th Avenue in Miami-Dade County is designated as ""Ambassador Armando Valladares Drive.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,N. Kendall Drive,,,,,,661,,0,08c13c0a-97ae-45a9-8951-68458c23cc24,1789.6245907853
1348,Miami‐Dade,87,Angel Manuel De La Portilla Way,"That portion of S.W. 12th Avenue between Coral Way and S.W. 8th Street in Miami-Dade County is designated as ""Angel Manuel De La Portilla Way.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,S.W. 12th Avenue,,,,,,664,,0,282001ec-38f3-4062-b2f5-047bc534c02c,1806.52317972589
1349,Miami‐Dade,87,Angel Pio de la Portilla Way,"That portion of Coral Way between 12th Avenue and 22nd Avenue is designated as ""Angel Pio de la Portilla Way.""",,CS/SB 82,1999/06/11 05:00:00+00,1999,6,Coral Way,,,,,,665,,0,6a66b21e-d5a9-46b3-8f2f-6d4d266156ae,1770.52477891826
1351,Miami‐Dade,87,Anthony J. Perez Street,"That portion of 40th Street/Bird Road between 102nd Avenue and 117th Avenue in Miami-Dade County is designated as ""Anthony J. Perez Street.""",,HB 5,2010/07/01 05:00:00+00,2010,6,Bird Road,,,,,,667,,1,6e02f024-c77a-4e40-a35f-6f6159439a7b,2618.25536978048
1352,Miami‐Dade,87,Armando Perez 'Yambo' Boulevard,"That portion of S.W. 1st Street in Miami-Dade County between 16th and 17th Avenues is designated as ""Armando Perez 'Yambo' Boulevard.""",,CS/SB 82,1999/06/11 05:00:00+00,1999,6,S.W. 1st Street,,,,,,668,,0,20fe124b-4af7-4e29-8471-2bc1f63e651b,164.921152186571
1353,Miami‐Dade,87,Arnold M. Velazquez Boulevard,"That portion of Flagler Avenue N.W. between 72nd Avenue and 67th Avenue in Miami-Dade County is designated as ""Arnold M. Velazquez Boulevard.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,Flagler Avenue,,,,,,669,,0,ff75f8fb-6fc6-4982-965c-71a9627627c3,893.19351501613
1354,Miami‐Dade,87,Arthur Mays Boulevard,"That portion of S.W. 112th Avenue from U.S. Highway 1 to S.W. 230th Street in Miami-Dade County is designated as ""Arthur Mays Boulevard.""",,CS/SB 1994,2003/06/02 05:00:00+00,2003,6,S.W. 112th Avenue,,,,,,670,,0,41490384-7612-4b8c-ae27-7136247bdc01,2784.15180444289
1357,Miami‐Dade,87,Avenue of the Americas,"That portion of S.E. 2nd Avenue from the Miami River south to S.E. 2nd Street in Miami-Dade County is designated as ""Avenue of the Americas.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,6,S.E. 2nd Avenue,,,,,,673,,0,7146d1db-d2e1-4f40-b075-a4df56fdca7f,309.069439068138
1359,Miami‐Dade,87,"Benjamin Leon, Jr., Way","That portion of S.R. 9/27th Avenue between U.S. 1/S.R. 5/South Dixie Highway and U.S. 441/S.R. 7 in Miami-Dade County is designated as ""Benjamin Leon, Jr., Way.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,6,27th Avenue,,,,,,675,,1,155750db-f28c-4c22-a786-2c5293132925,24544.6412728672
1360,Miami‐Dade,87,Bill Seidle Boulevard,"That portion of N.W. 36th Street between N.W. 27th Avenue and N.W. 39th Avenue in Miami-Dade County is designated as ""Bill Seidle Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,6,N.W. 36th St,,,,,,676,,0,3bdf9cd9-0298-4bf7-9ee1-9910233b331c,2097.60896328726
1362,Miami‐Dade,87,Bird Road State Historic Highway,"That portion of Bird Road between Red Road and Ponce de Leon Boulevard in Coral Gables, Miami-Dade County is designated as the ""Bird Road State Historic Highway.""",,HB 182,1980/06/25 05:00:00+00,1980,6,S.W. 40th Street,,,,,,678,,0,015806e8-2d0e-445d-9d07-b5678d889b43,3120.03988536467
1363,Miami‐Dade,87,Biscayne Park Way,"That portion of N.E. 6th Avenue between N.E. 113th and 121st Street in Miami-Dade County is designated as ""Biscayne Park Way.""",,HB 5,2010/07/01 05:00:00+00,2010,6,N.E. 6th Avenue,,,,,,679,,1,011a27f5-ecf2-4ccb-afbb-aab114d8ab76,938.171797478842
1366,Miami‐Dade,87,Boringuen Boulevard,"That portion of North 36th Street (S.R. 25) from Biscayne Boulevard to N.W. 7th Avenue is designated as ""Boringuen Boulevard.""",,CS/SB 2162,2003/06/02 05:00:00+00,2003,6,N. 36th Street,,,,,,682,,0,343c4ba6-0ccb-442b-ac38-b2b13050fd56,2047.41654210726
1367,Miami‐Dade,87,Brickell Avenue State Historic Road,"That portion of Brickell Avenue within the city limits of the City of Miami and lying between S.E. 25th Street and the south shoreline of the Miami River is designated as ""Brickell Avenue State Historic Road.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,Brickell Avenue,,,,,,683,,0,ae4f18f3-e8c3-4db0-ae70-dbb5191ae7f0,2918.98059708354
1371,Miami‐Dade,87,Capois‐La‐Mort Boulevard,"That portion of S.R. 916 on N.E. 135th Street between N.E. 6th Avenue and Biscayne Boulevard in Miami-Dade County, is designated as ""Capois-La-Mort Boulevard.""",SR-916,HB 385,2005/07/01 05:00:00+00,2005,6,N.E. 135th Street,,,,,,687,,0,0a55551b-a085-4d7c-93c5-7030ac44ef89,2937.97566926422
1382,Miami‐Dade,87,Cuban‐American Association of Civil Engineers Way,"That portion of N.W. 107th Avenue in Miami-Dade County between Flagler Street and N.W. 7th Street is designated as ""Cuban-American Association of Civil Engineers Way.""",,HB 5,2010/07/01 05:00:00+00,2010,6,N.W. 107th Avenue,,,,,,698,,1,6d995782-06dc-4a7f-859f-963d1228e4b9,875.618313683233
1391,Miami‐Dade,87,Dr. Leonard Cherdack Memorial Highway,"That portion of Kendall Drive between 107th Avenue and 87th Avenue in Miami-Dade County is designated as ""Dr. Leonard Cherdack Memorial Highway.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,Kendall Drive,,,,,,707,,0,818bb3a6-d450-47a5-8ae8-44fda56b779d,3598.60456675172
1396,Miami‐Dade,87,Emilio Ochoa Boulevard,"That portion of Calle Ocho (S.W. 8th Street) between S.W. 87th Avenue and S.W. 97th Avenue in Miami-Dade County is designated as ""Emilio Ochoa Boulevard.""",,HB 121,2006/07/01 05:00:00+00,2006,6,Calle Ocho,,,,,,712,,0,4ba42cff-35d0-4fe4-bb26-a0c6e71efe47,1813.24335334851
1399,Miami‐Dade,87,Estrella Rubio Way,"That portion of LeJeune Road/S.W. 42nd Avenue between S.W. 8th Street and Coral Way in Miami-Dade County is designated as ""Estrella Rubio Way.""",,CS/SB 138,2007/07/01 05:00:00+00,2007,6,LeJeune Road,,,,,,715,,0,1c8d5ea6-06f9-4a90-ad29-aed50e400a95,1866.41336333561
1400,Miami‐Dade,87,Ethel Beckford Boulevard,"That portion of S.W. 186th Street between U.S. Highway 1 and S.W. 107th Avenue in Miami-Dade County is designated as ""Ethel Beckford Boulevard.""",,CS/SB 1958,2003/06/10 05:00:00+00,2003,6,S.W. 186th Street,,,,,,716,,0,36a5277d-af2f-4898-981f-995e99573143,1014.91463146793
1401,Miami‐Dade,87,Father Gerard Jean‐Juste Street,"That portion of N.W. 54th Street in Miami-Dade County between N.W. 2nd Avenue and N.E. 3rd Avenue in Little Haiti is designated as ""Father Gerard Jean-Juste Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,6,N.W. 54th Street,,,,,,717,,0,ff3bfb65-b2f9-49de-8d91-6b5e5c89f983,1170.15213308568
1409,Miami‐Dade,87,Henri Levy Boulevard,"That portion of 71st Street between Collins Avenue and Bay Drive in the City of Miami Beach in Miami-Dade County is designated as ""Henri Levy Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,6,71st Street,,,,,,725,,0,356e9a37-4099-4684-a141-b78c86911b8e,830.457977990049
1410,Miami‐Dade,87,Herbert Lee Simon Avenue,"That portion of S.W. 27th Avenue (S.R. 9) between S.W. 22nd Street and U.S. 1 in the City of Miami in Miami-Dade County is designated as ""Herbert Lee Simon Avenue.""",SR-9,HB 5,2010/07/01 05:00:00+00,2010,6,S.W. 27th Avenue,,,,,,726,,1,93863ae5-e400-4bbe-aec6-f9f193da2cad,1279.60615687146
1412,Miami‐Dade,87,"Honorable Robert B. Ingram, Ph.D., Boulevard","The portion of Opa-Locka Boulevard/N.W. 135th Street in Miami-Dade County between N.W. 7th Avenue and N.W. 47th Avenue is designated as ""Honorable Robert B. Ingram, Ph.D., Boulevard.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,6,Opa‐Locka Boulevard,,,,,,728,,0,353feec5-4bfe-4c10-bb7f-c79f1dc75650,7161.41867809513
1415,Miami‐Dade,87,Jacob Fleishman Street,"That portion of S.R. 934/N.W. 79th Street between N.W. 14th Avenue and N.W. 9th Avenue in Miami-Dade County is designated as ""Jacob Fleishman Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,6,NW 79th St,,,,,,731,,1,d2a8c42a-e219-49b2-aa29-2dc1532431fb,1020.14820276118
1416,Miami‐Dade,87,James Weldon Johnson Boulevard,"That portion of S.R. 932 on N.W. 103rd Street in Miami-Dade County, from the west boundary of State House District 108 to N.E. 6th Avenue, is designated as ""James Weldon Johnson Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,6,N.W. 103rd Street,,,,,,732,,0,f88df228-2e19-45d2-97b4-0bd10bb8bc4d,4521.03294300991
1417,Miami‐Dade,87,Jean‐Jacques Dessalines Boulevard,"That portion of S.R. 922 on N.W. 125th Street in Miami-Dade County, from N.W. 7th Avenue to Griffing Boulevard, is designated as ""Jean-Jacques Dessalines Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,6,N.W. 125th Street,,,,,,733,,0,b7e91054-4457-46e3-9c71-da14deede8f9,901.997412479561
