name,original_designation,county,wikipedia_url,status,match_confidence,validated,validation_notes,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Gulf Gateway,Gulf Gateway Bridge,Escambia,Not Found,Not Found,23.0,false,seq=4.0; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
J. McHenry Jones,J. McHenry Jones Bridge,Escambia,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Joyce Webb Nobles,Joyce Webb Nobles Bridge,Escambia,Not Found,Not Found,47.0,false,seq=5.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Robert L. F. Sikes,Robert L. F. Sikes Bridge,Escambia,Not Found,Not Found,67.0,false,seq=11.9; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
The David Bogan,The David Bogan Bridge,Escambia,Not Found,Not Found,50.2,false,seq=9.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Bryant Grady Patton,Bryant Grady Patton Bridge,Franklin,Not Found,Not Found,27.5,false,seq=6.5; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Camp Gordon Johnston Mem,Camp Gordon Johnston Mem Highway,Franklin,Not Found,Not Found,28.1,false,seq=7.1; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
E. N. Walker,E. N. Walker Bridge,Franklin,Not Found,Not Found,64.8,false,seq=13.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
R. L. Moore,R. L. Moore Bridge,Franklin,Not Found,Not Found,63.3,false,seq=12.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Tillie Miller,Tillie Miller Bridge,Franklin,Not Found,Not Found,64.4,false,seq=15.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
"Alfred Lawson, Jr","Alfred Lawson, Jr., Highway",Gadsden,Not Found,Not Found,64.1,false,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
"Martin Luther King, Jr","Dr. Martin Luther King, Jr., Memorial Highway",Gadsden,Not Found,Not Found,47.0,false,seq=19.1; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Cecil G. Costin,"Cecil G. Costin, Sr., Boulevard",Gulf,Not Found,Not Found,63.0,false,seq=3.1; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Elgin Bayless,Elgin Bayless Bridge,Gulf,Not Found,Not Found,29.0,false,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
George G. Tapper,George G. Tapper Bridge,Gulf,https://en.wikipedia.org/wiki/George_G._Tapper,Found,83.0,true,seq=20.0; human:+40; fl:+10; county:+8; us:+5,"George G. Tapper was an American architect born in 1864, known for designing numerous buildings in the late 19th and early 20th centuries. His work primarily spanned the New England region, where he contributed to residential, commercial, and institutional projects. Tapper was particularly recognized for his designs in the Colonial Revival and Georgian Revival styles. He passed away in 1935, leaving behind a legacy of architectural influence in the United States.","['Massachusetts Institute of Technology', 'Bachelor of Science in Architecture']",1864-01-01,1935-01-01,"Boston, Massachusetts, United States",not found,male,no,no,no,no
George L. Dickenson,George L. Dickenson Bridge,Holmes,Not Found,Not Found,43.0,false,seq=3.8; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
James Riley Paul,James Riley Paul Bridge,Holmes,Not Found,Not Found,52.2,false,seq=11.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Lonnie Weeks,Lonnie Weeks Memorial Highway,Holmes,Not Found,Not Found,61.3,false,seq=12.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
M. M. Andrews,M. M. Andrews Bridge,Holmes,Not Found,Not Found,63.8,false,seq=12.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
West Florida Fuller Warren,West Florida Fuller Warren Bridge,Holmes,Not Found,Not Found,43.2,false,seq=6.2; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Buddy Williams,Buddy Williams Memorial Highway,Jackson,Not Found,Not Found,59.9,false,seq=12.9; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Hamilton Allan Smith,Hamilton Allan Smith Memorial Highway,Jackson,Not Found,Not Found,43.0,false,seq=6.0; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Lester C. Lawrence,Lester C. Lawrence Highway,Jefferson,Not Found,Not Found,61.1,false,seq=12.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Richard H. Simpson,Richard H. Simpson Highway,Jefferson,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
S. D. Clarke,S. D. Clarke Highway,Jefferson,Not Found,Not Found,58.9,false,seq=12.9; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
M. S. Thomas,M. S. Thomas Bridge,Leon,Not Found,Not Found,61.0,false,seq=10.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Doolittle Raiders,Doolittle Raiders Highway,Multiple Counties,Not Found,Not Found,47.0,false,seq=3.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James Gadsden,James Gadsden Highway,Multiple Counties,Not Found,Not Found,47.0,false,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Senator Greg Evers,Senator Greg Evers Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Greg_Evers,Found,75.3,true,seq=14.3; human:+40; pol:+15; fl:+10; county-miss:-8,"Greg Evers was an American politician born on November 12, 1955, who served as a Republican member of the Florida Legislature for over two decades. He represented Florida’s 2nd District in the Florida Senate from 2002 until his death and previously served in the Florida House of Representatives from 1992 to 2000. Evers ran unsuccessfully for the U.S. Congress in 2016, losing in the Republican primary for Florida’s 1st congressional district. He passed away unexpectedly on July 17, 2017, at the age of 61, leaving behind a legacy of conservative advocacy in Florida politics.",,1955-11-12,2017-07-17,not found,not found,male,no,yes,no,no
Air Commando,Air Commando Boulevard,Okaloosa,Not Found,Not Found,28.6,false,seq=8.6; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
C. G. Meigs,C. G. Meigs Bridge,Okaloosa,Not Found,Not Found,42.0,false,seq=11.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Bud Day,Colonel Bud Day Boulevard,Okaloosa,Not Found,Not Found,59.5,false,seq=10.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Danny Wuerffel,Danny Wuerffel Way,Okaloosa,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Skip York,Deputies Skip York and Burt Lopez Memorial Highway,Okaloosa,Not Found,Not Found,65.0,false,seq=16.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Burt Lopez,Deputies Skip York and Burt Lopez Memorial Highway,Okaloosa,Not Found,Not Found,61.0,false,seq=10.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James W. Lee,James W. Lee Boulevard,Okaloosa,Not Found,Not Found,63.0,false,seq=3.8; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Jim Franklin,Jim Franklin Highway,Okaloosa,Not Found,Not Found,63.0,false,seq=3.8; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Lewis E. Turner,Lewis E. Turner Boulevard,Okaloosa,Not Found,Not Found,59.4,false,seq=10.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Memorial Highway,Okaloosa,Not Found,Not Found,48.1,false,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Roger J. Clary,Roger J. Clary Highway,Okaloosa,Not Found,Not Found,23.0,false,seq=3.9; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
William Nathey,William Nathey Bridge,Okaloosa,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
William T. Marler,William T. Marler Bridge,Okaloosa,Not Found,Not Found,47.0,false,seq=2.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Army Sergeant Daniel L. McCall,Army Sergeant Daniel L. McCall Memorial Highway,Santa Rosa,Not Found,Not Found,62.0,false,seq=6.0; last-mismatch:-4; human:+40; mil:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Wendell Hall,Sheriff Wendell Hall Highway ,Santa Rosa,Not Found,Not Found,62.0,false,seq=5.5; last-mismatch:-4; human:+40; le:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Whiting Field,Whiting Field Boulevard,Santa Rosa,Not Found,Not Found,47.0,false,seq=5.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Williard Norris,Williard Norris Highway,Santa Rosa,Not Found,Not Found,0.0,false,seq=5.0; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Angus Morrison,Angus Morrison Memorial Highway,Wakulla,Not Found,Not Found,47.0,false,seq=5.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Arthur L. Andrews,Arthur L. Andrews Bridge,Wakulla,Not Found,Not Found,31.7,false,seq=10.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Gretchen Evans,Gretchen Evans Memorial Bridge,Wakulla,Not Found,Not Found,44.7,false,seq=15.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Clyde B. Wells,Clyde B. Wells Bridge,Walton,Not Found,Not Found,47.0,false,seq=1.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Olan Rex Ferguson,Olan Rex Ferguson Bridge,Walton,Not Found,Not Found,23.5,false,seq=6.5; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
The Beach,The Beach Highway,Walton,Not Found,Not Found,35.3,false,seq=13.3; fl:+10; county:+8,,,,,,,,,,,
Ben G. Watts,Ben G. Watts Highway,Washington,Not Found,Not Found,47.0,false,seq=1.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
David J. Cook,David J. Cook Memorial Highway,Washington,Not Found,Not Found,66.0,false,seq=15.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
John Creel,John Creel Bridge,Washington,Not Found,Not Found,57.6,false,seq=11.6; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Judge Perry Wells,Judge Perry Wells Highway,Washington,Not Found,Not Found,50.4,false,seq=9.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Lonnie Weeks,Lonnie Weeks Memorial Bridge,Washington,Not Found,Not Found,61.3,false,seq=12.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Dave Turner,Dave Turner Bridge,Broward,Not Found,Not Found,66.2,false,seq=9.2; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Ryan Sequin,Deputy Ryan Sequin Memorial Highway,Broward,Not Found,Not Found,0.0,false,seq=4.7; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8,,,,,,,,,,,
"E. Clay Shaw, Jr","E. Clay Shaw, Jr., Bridge",Broward,Not Found,Not Found,63.1,false,seq=6.1; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
J. D. Butler,J. D. Butler Bridge,Broward,https://en.wikipedia.org/wiki/Aaliyah_Butler,Found,77.8,true,seq=10.8; human:+40; fl:+10; county:+8; us:+5,"The provided content does not include any biographical details about Aaliyah Butler. No information regarding birth, death, profession, or achievements is available in the extracted text. The content appears to be navigational elements from Wikipedia rather than substantive biographical data. Without additional context, no meaningful summary can be generated.",,,,not found,not found,not found,no,no,no,no
Pembroke Park,Pembroke Park Boulevard,Broward,Not Found,Not Found,39.9,false,seq=14.9; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
S. C. Fox,S. C. Fox Memorial Bridge,Broward,Not Found,Not Found,59.3,false,seq=8.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
The Barefoot Mailman,The Barefoot Mailman Memorial Bridge,Broward,Not Found,Not Found,27.5,false,seq=6.5; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Trooper Donald Earl Jennings,Trooper Donald Earl Jennings Highway,Broward,Not Found,Not Found,0.0,false,seq=4.2; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Trooper Stephen G. Rouse,Trooper Stephen G. Rouse Memorial Highway,Broward,Not Found,Not Found,37.0,false,seq=5.1; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8,,,,,,,,,,,
West Park,West Park Boulevard,Broward,Not Found,Not Found,38.3,false,seq=13.3; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Alma Lee Loy,Alma Lee Loy Bridge,Indian River,Not Found,Not Found,49.3,false,seq=8.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
James H. Pruitt,James H. Pruitt Memorial Bridge,Indian River,Not Found,Not Found,64.8,false,seq=13.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Merrill P. Barber,Merrill P. Barber Bridge,Indian River,https://en.wikipedia.org/wiki/Merrill_P._Barber,Found,78.0,true,seq=20.0; human:+40; fl:+10; county:+8,"Merrill P. Barber was an American politician and businessman born on March 27, 1909. He served as a Republican member of the U.S. House of Representatives from Pennsylvania from 1961 to 1973. Barber was known for his advocacy on economic and fiscal policies during his congressional tenure. He passed away on December 11, 1996, leaving a legacy in Pennsylvania politics.","['University of Pennsylvania, Wharton School, Bachelor of Science in Economics']",1909-03-27,1996-12-11,"Philadelphia, Pennsylvania, United States","Philadelphia, Pennsylvania, United States",male,no,yes,no,no
Richard Raczkoski,Richard Raczkoski Memorial Highway,Indian River,Not Found,Not Found,0.0,false,seq=6.3; last-mismatch:-4; fl:+10; county-miss:-8; nonperson:-15,,,,,,,,,,,
Robert C. Spillman,Robert C. Spillman Memorial Highway,Indian River,Not Found,Not Found,41.0,false,seq=12.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Robert W. Graves,Robert W. Graves Bridge,Indian River,Not Found,Not Found,63.3,false,seq=12.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
A. O. Kanner,A. O. Kanner Highway,Martin,Not Found,Not Found,47.0,false,seq=5.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Big John Monahan,Big John Monahan Bridge,Martin,Not Found,Not Found,42.9,false,seq=11.9; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Ernest F. Lyons,Ernest F. Lyons Bridge,Martin,Not Found,Not Found,59.3,false,seq=10.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
"Evans Crary, Sr","Evans Crary, Sr., Bridge",Martin,Not Found,Not Found,47.0,false,seq=5.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Frank A. Wacha,Frank A. Wacha Bridge,Martin,Not Found,Not Found,27.0,false,seq=5.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Palm City,Palm City Bridge,Martin,Not Found,Not Found,38.3,false,seq=13.3; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Dan McCarty,Dan McCarty Memorial Highway,Multiple Counties,Not Found,Not Found,66.7,false,seq=15.7; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Stan Mayfield,Stan Mayfield Memorial Highway,Multiple Counties,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Thomas E. Will,Thomas E. Will Memorial Highway,Multiple Counties,Not Found,Not Found,64.2,false,seq=15.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ben Sunday,Ben Sunday Memorial Highway,Palm Beach,Not Found,Not Found,63.0,false,seq=5.7; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Carlin White,Carlin White Bridge,Palm Beach,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Glynn Mayo,Glynn Mayo Highway,Palm Beach,Not Found,Not Found,47.0,false,seq=5.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Haven M. Ashe,Haven M. Ashe Bridge,Palm Beach,Not Found,Not Found,68.7,false,seq=11.7; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Jack L. Saunders,Jack L. Saunders Bridge,Palm Beach,Not Found,Not Found,63.0,false,seq=5.2; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Jerry Thomas,Jerry Thomas Memorial Bridge,Palm Beach,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
L. E. Buie,L. E. Buie Memorial Bridge,Palm Beach,Not Found,Not Found,39.3,false,seq=13.3; human:+40; fl:+10; county-miss:-8; us:+5; roman:-25,,,,,,,,,,,
North Ocean,North Ocean Boulevard,Palm Beach,Not Found,Not Found,33.9,false,seq=8.9; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Highway,Palm Beach,Not Found,Not Found,64.3,false,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Richard Jason Randolph,Richard Jason Randolph Memorial Bridge,Palm Beach,Not Found,Not Found,49.9,false,seq=8.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Robert A. Harris,Robert A. Harris Bridge,Palm Beach,Not Found,Not Found,62.2,false,seq=11.2; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Peter P. Cobb,Peter P. Cobb Bridge,St. Lucie,Not Found,Not Found,61.8,false,seq=12.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
C. Sweet Smith,C. Sweet Smith Memorial Highway,Brevard,Not Found,Not Found,63.3,false,seq=12.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
W. J. Creel,Dr. W. J. Creel Bridge,Brevard,Not Found,Not Found,57.2,false,seq=11.2; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Ernest Kouwen‐Hoven,Ernest Kouwen‐Hoven Bridge,Brevard,Not Found,Not Found,67.0,false,seq=18.9; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Hubert Humphrey,Hubert Humphrey Bridge,Brevard,Not Found,Not Found,47.0,false,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Max K. Rodes,Max K. Rodes Bridge and Causeway,Brevard,Not Found,Not Found,38.2,false,seq=9.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Purple Heart,Purple Heart Highway,Brevard,Not Found,Not Found,63.0,false,seq=4.6; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Robert W. Graves,Robert W. Graves Bridge,Brevard,Not Found,Not Found,63.3,false,seq=12.3; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
U.S. Army Sergeant Robert Daniel Sanchez,U.S. Army Sergeant Robert Daniel Sanchez Memorial Highway,Brevard,Not Found,Not Found,62.0,false,seq=3.2; last-mismatch:-4; human:+40; mil:+15; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
U.S. Marine Corps Corporal Dustin Schrage,U.S. Marine Corps Corporal Dustin Schrage Highway,Brevard,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Willard Peebles,Willard Peebles Bridge,Brevard,Not Found,Not Found,27.2,false,seq=6.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
A. Slater Cox,A. Slater Cox Bridge,Lake,Not Found,Not Found,47.8,false,seq=10.8; last-mismatch:-4; human:+40; fl-miss:-10; county:+8; us:+5,,,,,,,,,,,
Wayne Koester,Deputy Wayne Koester Memorial Highway,Lake,Not Found,Not Found,2.0,false,seq=5.3; last-mismatch:-4; le:+15; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Johnny C. Treadwell,Johnny C. Treadwell Memorial Highway,Lake,Not Found,Not Found,47.0,false,seq=18.3; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Claude A. Gnann,Major Claude A. Gnann Memorial Highway,Lake,Not Found,Not Found,0.0,false,seq=5.5; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
McTureous,"Private Robert M. McTureous, Jr., U.S.M.C., Medal of Honor Memorial Highway",Lake,Not Found,Not Found,23.0,false,seq=4.6; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Sgt. Frederico G. Borjas,Sgt. Frederico G. Borjas Memorial Highway,Lake,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Angela Simone Santos,Angela Simone Santos Memorial Highway,Marion,Not Found,Not Found,43.5,false,seq=7.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Bernard Castro,Bernard Castro Memorial Highway,Marion,https://en.wikipedia.org/wiki/Bernard_Castro,Found,83.0,true,seq=20.0; human:+40; fl:+10; county:+8; us:+5,"Bernard Castro was an Italian-American inventor and entrepreneur best known for creating the Castro Convertible, a fold-out bed system that revolutionized home furniture in the mid-20th century. Born in 1904 in Italy, he immigrated to the United States and founded the Bernard Castro Convertible Corporation in New York City. His innovations in space-saving furniture earned him widespread recognition, including appearances on television programs like What's My Line? Castro died tragically in 1991 under mysterious circumstances, leaving behind a legacy in furniture design and entrepreneurship.",,1904-01-01,1991-01-01,Italy,"New York City, New York, USA",male,no,no,no,no
John M. Haile,Dr. John M. Haile Memorial Boulevard,Marion,Not Found,Not Found,41.2,false,seq=12.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
James C. Cunningham,James C. Cunningham Memorial Highway,Marion,Not Found,Not Found,66.8,false,seq=15.8; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Jane Yongue Wood,Jane Yongue Wood Memorial Highway,Marion,Not Found,Not Found,0.0,false,seq=5.0; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Judge William T. Swigert,Judge William T. Swigert Bridge,Marion,Not Found,Not Found,27.0,false,seq=3.5; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Leon B. Thrasher,Leon B. Thrasher Highway,Marion,Not Found,Not Found,63.0,false,seq=6.0; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Robert T. Heagy,"Lt. Colonel Robert T. Heagy, Jr., Memorial Highway",Marion,Not Found,Not Found,27.0,false,seq=5.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Mike Stavola,Mike Stavola Highway,Marion,Not Found,Not Found,41.3,false,seq=12.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Nathan Mayo,Nathan Mayo Highway,Marion,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Otis Beckford,Otis Beckford Memorial Highway,Marion,Not Found,Not Found,42.2,false,seq=6.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Rainbow Springs,Rainbow Springs Boulevard,Marion,Not Found,Not Found,43.0,false,seq=20.0; fl:+10; county:+8; us:+5,,,,,,,,,,,
"Reverend Frank George Pinkston, Sr","Reverend Frank George Pinkston, Sr., Memorial Highway",Marion,Not Found,Not Found,0.0,false,seq=4.9; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Wallace E. Sturgis,Wallace E. Sturgis Memorial Highway,Marion,Not Found,Not Found,67.0,false,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Willard Ayres,Willard Ayres Bridge,Marion,Not Found,Not Found,47.7,false,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
William Hamilton Rutherford,William Hamilton Rutherford Memorial Highway,Marion,Not Found,Not Found,51.2,false,seq=10.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
William V. Chappell,"William V. Chappell, Jr. Memorial Highway",Marion,Not Found,Not Found,74.3,false,seq=9.3; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,,,,,,,,,,,
Campbell Thornal,Campbell Thornal Highway,Multiple Counties,Not Found,Not Found,62.0,false,seq=18.3; human:+40; fl:+10; county-miss:-8,,,,,,,,,,,
Carl G. Rose,Carl G. Rose Highway,Multiple Counties,Not Found,Not Found,44.4,false,seq=15.4; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Central Florida Greene,Central Florida GreeneWay,Multiple Counties,Not Found,Not Found,30.7,false,seq=9.7; human:+40; fl:+10; county-miss:-8; roman:-25,,,,,,,,,,,
Dana F. Fuquay,Dana F. Fuquay Boulevard,Multiple Counties,Not Found,Not Found,0.0,false,seq=4.9; last-mismatch:-4; fl-miss:-10; county-miss:-8,,,,,,,,,,,
Francis L. Dade,Francis L. Dade Memorial Highway,Multiple Counties,Not Found,Not Found,62.8,false,seq=13.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Howard E. Futch,Howard E. Futch Memorial Highway,Multiple Counties,Not Found,Not Found,48.3,false,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Irlo Bronson,Irlo Bronson Memorial Highway,Multiple Counties,Not Found,Not Found,66.1,false,seq=17.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Kennedy Space Center,Kennedy Space Center Highway,Multiple Counties,Not Found,Not Found,27.0,false,seq=20.0; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Rosa Parks,Rosa Parks Memorial Highway,Multiple Counties,Not Found,Not Found,47.0,false,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Sanlando Springs,Sanlando Springs Drive,Multiple Counties,Not Found,Not Found,24.6,false,seq=15.6; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
