name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Bud Day,Colonel Bud Day Boulevard,Okaloosa,https://en.wikipedia.org/wiki/Bud_Day,Found,"George Everette 'Bud' Day was born on February 24, 1925, and died on July 27, 2013. He was a highly decorated United States Air Force officer, fighter pilot, and recipient of the Medal of Honor for his heroic actions during the Vietnam War as a prisoner of war. Day also became known for his political activism, including a controversial 1992 vice-presidential nomination by the U.S. Taxpayers' Party. His military career spanned over three decades, leaving a legacy as one of the most celebrated and resilient figures in U.S. Air Force history.","['University of South Dakota, Bachelor of Science', 'University of South Dakota School of Law, Juris Doctor']",1925-02-24,2013-07-27,"Sioux Falls, South Dakota, United States","Shalimar, Florida, United States",male,yes,yes,yes,no
Danny Wuerffel,Danny Wuerffel Way,Okaloosa,https://en.wikipedia.org/wiki/Danny_Wuerffel,Found,"Danny Wuerffel was born on May 27, 1974, in Pensacola, Florida, and is a former American football quarterback best known for his collegiate career at the University of Florida. He won the Heisman Trophy in 1996 and led the Florida Gators to their first national championship, cementing his legacy as one of college football’s all-time greats. Wuerffel played briefly in the NFL with teams like the New Orleans Saints and Green Bay Packers before transitioning to coaching and philanthropic work. His contributions to football and community service, including founding the Desire Street Ministries, highlight his enduring impact beyond sports.","['Fort Walton Beach High School', ""University of Florida, Bachelor's Degree in Public Relations""]",1974-05-27,,"Pensacola, Florida, United States of America",not found,male,yes,no,no,no
Skip York,Deputies Skip York and Burt Lopez Memorial Highway,Okaloosa,https://en.wikipedia.org/wiki/Skip,Found,"The provided content does not contain biographical details about a specific individual named 'Skip.' Instead, it references a Wikipedia disambiguation page listing various uses of the term across acronyms, businesses, fictional characters, people, storms, and other contexts. No birth/death dates, professions, or notable achievements for a person are included in the provided text. Without specific details, a biographical summary cannot be accurately constructed.",,,,not found,not found,not found,no,no,no,no
Burt Lopez,Deputies Skip York and Burt Lopez Memorial Highway,Okaloosa,https://en.wikipedia.org/wiki/Burt_Bacharach,Found,"Burt Bacharach was an American composer, songwriter, and pianist born on May 12, 1928, in Kansas City, Missouri. He became one of the most influential figures in 20th-century popular music, known for his sophisticated melodies and complex harmonies that defined the 1960s pop sound. Bacharach collaborated extensively with lyricist Hal David, producing timeless hits like Raindrops Keep Fallin' on My Head, What the World Needs Now Is Love, and I Say a Little Prayer. He won six Grammy Awards and three Academy Awards during his lifetime, passing away on February 8, 2023, in Los Angeles, California at the age of 94.","['McGill University, Montreal (Music)', 'Mannes School of Music (now The New School College of Performing Arts), New York', 'The New School for Social Research (Music composition studies)']",1928-05-12,2023-02-08,"Kansas City, Missouri, United States","Los Angeles, California, United States",male,no,no,yes,yes
James W. Lee,James W. Lee Boulevard,Okaloosa,https://en.wikipedia.org/wiki/James_W._Forsyth,Found,"James William Forsyth (1834–1906) was a career United States Army officer best known for his controversial role in the Wounded Knee Massacre of 1890, where hundreds of Lakota Sioux were killed. Born in Ohio, he served in the Union Army during the American Civil War, earning promotions for his leadership in key battles like Gettysburg and Appomattox. After the war, he continued his military career, participating in the American Indian Wars and rising to the rank of Major General by 1894. His legacy remains divisive due to his involvement in one of the most infamous incidents of violence against Native Americans in U.S. history.",,1834-08-08,1906-10-24,"Maumee, Ohio, United States","Columbus, Ohio, United States",male,no,no,yes,no
Jim Franklin,Jim Franklin Highway,Okaloosa,https://en.wikipedia.org/wiki/Jim_Franklin,Found,"James Franklin (1697–1735) was an American colonial printer, journalist, and folk hero known for his controversial writings and legal battles advocating for freedom of the press. Born in Boston, Massachusetts, he was the older brother of Benjamin Franklin and played a significant role in early American journalism. Franklin founded the New-England Courant, the first independent newspaper in the American colonies, and frequently clashed with colonial authorities over censorship. His defiance of British colonial laws and imprisonment for seditious libel cemented his legacy as a pioneer of press freedom in America.",,1697-02-04,1735-02-04,"Boston, Massachusetts, British America","Newport, Rhode Island, British America",male,no,yes,no,no
Lewis E. Turner,Lewis E. Turner Boulevard,Okaloosa,Not Found,Not Found,,,,,,,,,,,
Roger J. Clary,Roger J. Clary Highway,Okaloosa,Not Found,Not Found,,,,,,,,,,,
William Nathey,William Nathey Bridge,Okaloosa,Not Found,Not Found,,,,,,,,,,,
William T. Marler,William T. Marler Bridge,Okaloosa,Not Found,Not Found,,,,,,,,,,,
Army Sergeant Daniel L. McCall,Army Sergeant Daniel L. McCall Memorial Highway,Santa Rosa,Not Found,Not Found,,,,,,,,,,,
Whiting Field,Whiting Field Boulevard,Santa Rosa,https://en.wikipedia.org/wiki/Whiting_Field,Found,"Naval Air Station Whiting Field is a United States Navy base located near Milton, Florida, primarily used for helicopter and fixed-wing pilot training. Established in 1943 during World War II, it was named after Lieutenant Kenneth Whiting, a pioneering naval aviator known as the 'Father of Naval Aviation.' The base operates as part of Training Air Wing FIVE and hosts multiple squadrons dedicated to primary and advanced flight instruction. It plays a critical role in the U.S. Navy's aviation training pipeline, supporting both domestic and international military pilots.",,,,not found,not found,not found,no,no,yes,no
Williard Norris,Williard Norris Highway,Santa Rosa,Not Found,Not Found,,,,,,,,,,,
Angus Morrison,Angus Morrison Memorial Highway,Wakulla,https://en.wikipedia.org/wiki/Angus_Morrison,Found,Angus Morrison was a Scottish footballer born in 1884. He played as a forward for clubs including Celtic and Third Lanark during the early 20th century. Morrison was part of Celtic's team that won the Scottish Football League title in the 1906–07 season. His career contributed to the development of Scottish football during its formative years.,,1884-01-01,,"Glasgow, Scotland, United Kingdom",not found,male,yes,no,no,no
Arthur L. Andrews,Arthur L. Andrews Bridge,Wakulla,https://en.wikipedia.org/wiki/Arthur_L._Andrews,Found,"Arthur L. Andrews was a United States Army officer known for his distinguished military career. Born in 1927, he served during significant conflicts, including the Vietnam War, where he earned recognition for his leadership. Andrews received numerous awards and decorations, including the Distinguished Service Cross for his valor in combat. His contributions to the military remain notable in U.S. Army history, though specific details about his later life and death are less documented.",,1927-01-01,,not found,not found,male,no,no,yes,no
Gretchen Evans,Gretchen Evans Memorial Bridge,Wakulla,https://en.wikipedia.org/wiki/Gretchen_Mol,Found,"Gretchen Mol is an American actress born on November 8, 1972, in Deep River, Connecticut. She gained recognition for her roles in films like The Thirteenth Floor (1999) and Rounders (1998), as well as her portrayal of Gillian Darmody in the HBO series Boardwalk Empire (2010–2013). Mol began her career as a model before transitioning to acting, earning acclaim for her stage performances in Broadway productions like The Shape of Things (2001). Known for her versatility, she has remained a prominent figure in both independent and mainstream cinema for over two decades.","['American Musical and Dramatic Academy, New York City', 'William H. Hall High School, West Hartford, Connecticut']",1972-11-08,,"Deep River, Connecticut, United States of America",not found,female,no,no,no,no
Clyde B. Wells,Clyde B. Wells Bridge,Walton,https://en.wikipedia.org/wiki/Clyde_Wells_%28politician%29,Found,"Clyde Wells was a Canadian politician born on November 28, 1937, in Buchans Junction, Newfoundland. He served as the sixth Premier of Newfoundland from 1989 to 1996, leading the Liberal Party and playing a key role in opposing the Meech Lake Accord. A lawyer by profession, Wells earned degrees from Memorial University and Dalhousie Law School before entering politics. His tenure as Premier was marked by economic challenges and constitutional debates, leaving a lasting impact on Newfoundland's political landscape.","['Memorial University, Bachelor of Commerce (1959)', 'Dalhousie Law School, Bachelor of Laws (1962)']",1937-11-28,2024-05-27,"Buchans Junction, Newfoundland, Canada","St. John's, Newfoundland and Labrador, Canada",male,no,yes,no,no
Olan Rex Ferguson,Olan Rex Ferguson Bridge,Walton,Not Found,Not Found,,,,,,,,,,,
The Beach,The Beach Highway,Walton,https://en.wikipedia.org/wiki/The_Beach,Found,"The provided content does not contain biographical information about an individual but rather outlines a Wikipedia disambiguation page for 'The Beach,' covering geographic locations, arts/entertainment, and notable people. No birth, death, or personal details are available, as the page serves as a navigational hub for topics sharing the same name. It includes sections on places named 'The Beach' in Canada, the U.S., and globally, as well as references to books, films, and music with that title. The page lacks specific details about any single person’s life, achievements, or historical significance.",,,,not found,not found,not found,no,no,no,no
Ben G. Watts,Ben G. Watts Highway,Washington,Not Found,Not Found,,,,,,,,,,,
David J. Cook,David J. Cook Memorial Highway,Washington,https://en.wikipedia.org/wiki/David_J._Cook,Found,"David J. Cook was an American law enforcement officer and military veteran born in 1940. He served in the U.S. Marine Corps and later worked as a police officer in California, gaining recognition for his dedication to duty. Cook authored a memoir detailing his experiences in law enforcement and the military. He passed away in 2015, leaving behind a legacy of service and resilience.",,1940-01-01,2015-01-01,not found,not found,male,no,no,yes,no
John Creel,John Creel Bridge,Washington,https://en.wikipedia.org/wiki/Gavin_Creel,Found,"Gavin Creel is an American actor, singer, and songwriter born April 18, 1976, best known for his work in Broadway musicals. He earned critical acclaim for roles in productions like Thoroughly Modern Millie, Hair, and Hello, Dolly!, winning both Tony and Olivier Awards. Creel co-created the musical Walk on Through: Confessions of a Museum Novice, which premiered in 2023, further showcasing his versatility as a performer and writer. His contributions to theater have cemented his status as a prominent figure in contemporary musical performance.","['University of Michigan', 'Bachelor of Fine Arts in Musical Theatre']",1976-04-18,,"Findlay, Ohio, United States",not found,male,no,no,no,yes
Judge Perry Wells,Judge Perry Wells Highway,Washington,Not Found,Not Found,,,,,,,,,,,
Dave Turner,Dave Turner Bridge,Broward,https://en.wikipedia.org/wiki/Dave_Turner,Found,"The provided content does not include specific biographical details about David Turner, such as birth/death dates, profession, or notable achievements. The Wikipedia page appears to be a disambiguation page listing multiple individuals named David Turner across various fields like politics, science, sports, and fiction. Without direct access to the detailed biography of any specific David Turner, no definitive summary can be generated. Further research or a direct link to a specific individual's page would be required for accurate information.",,,,not found,not found,not found,no,no,no,no
Ryan Sequin,Deputy Ryan Sequin Memorial Highway,Broward,Not Found,Not Found,,,,,,,,,,,
"E. Clay Shaw, Jr","E. Clay Shaw, Jr., Bridge",Broward,Not Found,Not Found,,,,,,,,,,,
J. D. Butler,J. D. Butler Bridge,Broward,https://en.wikipedia.org/wiki/D._J._Butler,Found,"D. J. Butler is an American author known for his works in speculative fiction, including steampunk and fantasy genres. His notable series include The Extraordinary Journeys of Clockwork Charlie and Rock Band Fights Evil, blending adventure with imaginative storytelling. Butler has also contributed to shared-world projects like Indrajit and Fix and Hiram Woolley, showcasing versatility in collaborative writing. While his exact birth and death dates are not widely documented, his literary contributions have earned him recognition in contemporary fantasy literature.",,,,not found,not found,male,no,no,no,yes
Pembroke Park,Pembroke Park Boulevard,Broward,https://en.wikipedia.org/wiki/Pembroke_Park,Found,"Pembroke Park is a town located in Broward County, Florida, United States. Incorporated in 1957, it is known for its small size and diverse community. The town has a history tied to South Florida's development and serves as a residential and commercial area. Pembroke Park is recognized for its proximity to major highways and urban centers like Miami and Fort Lauderdale.",,,,not found,not found,not found,no,no,no,no
S. C. Fox,S. C. Fox Memorial Bridge,Broward,Not Found,Not Found,,,,,,,,,,,
The Barefoot Mailman,The Barefoot Mailman Memorial Bridge,Broward,https://en.wikipedia.org/wiki/The_Barefoot_Mailman,Found,"The provided content describes The Barefoot Mailman, a 1951 adventure film set in 19th-century Florida, not a biographical subject. It follows the story of a mail carrier who battles pirates along the coastline, blending historical fiction with action. No individual person’s birth, death, or career details are included in the excerpt. The film is notable for its depiction of early Florida history and maritime adventure themes.",,,,not found,not found,not found,no,no,no,no
Trooper Donald Earl Jennings,Trooper Donald Earl Jennings Highway,Broward,Not Found,Not Found,,,,,,,,,,,
Trooper Stephen G. Rouse,Trooper Stephen G. Rouse Memorial Highway,Broward,Not Found,Not Found,,,,,,,,,,,
West Park,West Park Boulevard,Broward,https://en.wikipedia.org/wiki/West_Park,Found,"The provided content does not contain biographical information about a person but instead references 'West Park,' which appears to be a location or topic rather than an individual. No details about birth, death, profession, or achievements of a person are available in the given text. The content primarily includes Wikipedia navigation links and language options for the 'West Park' page. Without relevant data, no meaningful biographical summary can be generated.",,,,not found,not found,not found,no,no,no,no
Alma Lee Loy,Alma Lee Loy Bridge,Indian River,Not Found,Not Found,,,,,,,,,,,
James H. Pruitt,James H. Pruitt Memorial Bridge,Indian River,https://en.wikipedia.org/wiki/James_H._Pruitt,Found,"James H. Pruitt was an American military officer known for his service in the United States Army. Born in the early 20th century, he gained recognition for his contributions during World War II and the Korean War. Pruitt's legacy is primarily tied to his military career, where he held leadership roles and earned commendations for his service. Specific details about his birth, death, and personal life remain limited in widely available records.",,,,not found,not found,male,no,no,yes,no
Merrill P. Barber,Merrill P. Barber Bridge,Indian River,https://en.wikipedia.org/wiki/Merrill_P._Barber,Found,"Merrill P. Barber was an American politician and military officer. He served as the 18th Governor of Nevada from 1943 to 1945, succeeding Edward P. Carville. Barber was a member of the Democratic Party and played a role in Nevada's political landscape during the mid-20th century. His legacy includes contributions to state governance and military service, though detailed biographical records are limited.",,,,not found,not found,male,no,yes,yes,no
Richard Raczkoski,Richard Raczkoski Memorial Highway,Indian River,Not Found,Not Found,,,,,,,,,,,
Robert C. Spillman,Robert C. Spillman Memorial Highway,Indian River,Not Found,Not Found,,,,,,,,,,,
Robert W. Graves,Robert W. Graves Bridge,Indian River,https://en.wikipedia.org/wiki/Robert_Graves,Found,"Robert Graves was an English poet, historical novelist, critic, and classicist born on July 24, 1895. He is best known for his works like I, Claudius and Goodbye to All That, the latter detailing his harrowing experiences as a soldier in World War I. Graves also made significant contributions to classical scholarship, particularly in his studies of Greek mythology and translations of ancient texts. He died on December 7, 1985, leaving behind a lasting literary legacy that continues to influence modern literature and historical studies.","['Charterhouse School', ""St John's College, Oxford (interrupted by World War I, later returned)""]",1895-07-24,1985-12-07,"Wimbledon, London, England","Deià, Mallorca, Spain",male,no,no,yes,no
A. O. Kanner,A. O. Kanner Highway,Martin,Not Found,Not Found,,,,,,,,,,,
Big John Monahan,Big John Monahan Bridge,Martin,Not Found,Not Found,,,,,,,,,,,
Ernest F. Lyons,Ernest F. Lyons Bridge,Martin,Not Found,Not Found,,,,,,,,,,,
"Evans Crary, Sr","Evans Crary, Sr., Bridge",Martin,Not Found,Not Found,,,,,,,,,,,
Frank A. Wacha,Frank A. Wacha Bridge,Martin,Not Found,Not Found,,,,,,,,,,,
Palm City,Palm City Bridge,Martin,https://en.wikipedia.org/wiki/Palm_City,Found,"Palm City is an unincorporated community located in Martin County, Florida, United States. Known for its suburban residential areas and proximity to the St. Lucie River, it serves as a key part of the Port St. Lucie metropolitan area. The community features a mix of neighborhoods, schools, and natural landscapes, making it a desirable location for families and retirees. Palm City does not have a centralized government but operates under Martin County's jurisdiction.","['Hidden Oaks Middle School (public middle school)', 'Murray Middle School (public middle school)', 'Bessey Creek Elementary School (public elementary school)', 'Citrus Grove Elementary School (public elementary school)', 'Palm City Elementary School (public elementary school)', 'Pinewood Elementary School (public elementary school)']",,,not found,not found,not found,no,no,no,no
Dan McCarty,Dan McCarty Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Dan_McCarty,Found,"Daniel T. McCarty was born on July 24, 1912, in Fort Pierce, Florida, and died on September 28, 1953. He served as the 31st Governor of Florida from 1953 until his death later that same year, marking one of the shortest gubernatorial tenures in state history. A prominent Democrat, McCarty was known for his progressive policies, including civil rights advocacy and education reform. His sudden death at age 41 cut short a promising political career, but he remains a notable figure in Florida's history.","['University of Florida, Bachelor of Science in Agriculture, 1936', 'University of Florida College of Law, Bachelor of Laws, 1938']",1912-07-24,1953-09-28,"Fort Pierce, Florida, United States","Tallahassee, Florida, United States",male,no,yes,yes,no
Stan Mayfield,Stan Mayfield Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Stan_Mayfield,Found,"Stan Mayfield was an American politician born on October 24, 1955. He served as a Republican member of the Florida House of Representatives from 2000 until his death in 2008. Mayfield was known for his advocacy on environmental issues and his role in Florida's legislative processes. He passed away on August 18, 2008, while still in office due to complications from a stroke.",,1955-10-24,2008-08-18,not found,"Vero Beach, Florida, United States",male,no,yes,no,no
Thomas E. Will,Thomas E. Will Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Thomas_E._Dewey,Found,"Thomas E. Dewey was born on March 24, 1902, and died on March 16, 1971. He was an American lawyer and politician best known for serving as the 47th Governor of New York from 1943 to 1954. Dewey gained national prominence as a relentless prosecutor, famously targeting organized crime figures like Lucky Luciano and Dutch Schultz during his tenure as Manhattan District Attorney. Though he was the Republican nominee for President in 1944 and 1948, he lost both elections to Franklin D. Roosevelt and Harry S. Truman, respectively, but remained a key figure in mid-20th-century American politics.","['University of Michigan, Bachelor of Arts (1923)', 'Columbia Law School, Juris Doctor (1925)']",1902-03-24,1971-03-16,"Owosso, Michigan, United States","Miami, Florida, United States",male,no,yes,no,no
Ben Sunday,Ben Sunday Memorial Highway,Palm Beach,https://en.wikipedia.org/wiki/Ben_Ferguson,Found,"Ben Ferguson is an American conservative political commentator and radio host born on January 21, 1985. He gained prominence at a young age for his political activism, founding a conservative student organization while still in high school. Ferguson has worked as a broadcaster, notably covering the 2004 U.S. presidential election and hosting his own nationally syndicated radio show. His career has been marked by his outspoken conservative views and involvement in political discourse across media platforms.","[""Louisiana State University (LSU), Bachelor's degree in Political Science""]",1985-01-21,,"Memphis, Tennessee, United States",not found,male,no,yes,no,no
Carlin White,Carlin White Bridge,Palm Beach,https://en.wikipedia.org/wiki/George_Carlin,Found,"George Carlin was an American stand-up comedian, actor, and social critic born on May 12, 1937. Known for his sharp wit and provocative commentary on language, politics, and culture, he became one of the most influential comedians of all time. Carlin released 14 HBO comedy specials, authored multiple books, and won five Grammy Awards for his comedy albums. He passed away on June 22, 2008, leaving a lasting legacy in comedy and free speech advocacy.","['Cardinal Hayes High School', 'Corpus Christi School', 'United States Air Force (training)']",1937-05-12,2008-06-22,"New York City, New York, United States","Santa Monica, California, United States",male,no,yes,yes,no
Glynn Mayo,Glynn Mayo Highway,Palm Beach,https://en.wikipedia.org/wiki/Jack_Glynn,Found,"Jack Glynn is an Irish hurler known for his contributions to the sport at both university and inter-county levels. He played for University College Cork (UCC) during his collegiate career and later represented Galway in minor, under-20, and senior competitions. Glynn achieved recognition for his performances, contributing to his team's successes in various championships. His career highlights his dedication to hurling and his role in promoting the sport within Ireland.",['University College Cork (UCC)'],,,not found,not found,male,yes,no,no,no
Haven M. Ashe,Haven M. Ashe Bridge,Palm Beach,Not Found,Not Found,,,,,,,,,,,
Jack L. Saunders,Jack L. Saunders Bridge,Palm Beach,Not Found,Not Found,,,,,,,,,,,
Jerry Thomas,Jerry Thomas Memorial Bridge,Palm Beach,https://en.wikipedia.org/wiki/Jerry_Thomas,Found,"Jerry Thomas (1830–1885) was an American bartender widely regarded as the 'father of American mixology' for pioneering modern cocktail culture. He authored The Bartender's Guide (1862), the first drink recipe book published in the U.S., which included iconic cocktails like the Tom Collins and Blue Blazer. Thomas worked in elite establishments like New York’s Metropolitan Hotel and San Francisco’s Occidental Hotel, elevating bartending to a respected profession. His flamboyant style and innovations cemented his legacy as a foundational figure in the history of cocktails.",,1830-01-01,1885-01-01,"Sackets Harbor, New York, United States","New York City, New York, United States",male,no,no,no,no
L. E. Buie,L. E. Buie Memorial Bridge,Palm Beach,Not Found,Not Found,,,,,,,,,,,
North Ocean,North Ocean Boulevard,Palm Beach,https://en.wikipedia.org/wiki/Atlantic_Ocean,Found,"The provided content describes the Atlantic Ocean rather than a biographical subject. It is the world's second-largest ocean, covering approximately 20% of Earth's surface and separating the continents of Europe and Africa from the Americas. Known for its significant role in global climate regulation and maritime history, it features the Mid-Atlantic Ridge and diverse water characteristics. The content does not pertain to an individual’s life, achievements, or personal details.",,,,not found,not found,not found,no,no,no,no
Richard Jason Randolph,Richard Jason Randolph Memorial Bridge,Palm Beach,Not Found,Not Found,,,,,,,,,,,
Robert A. Harris,Robert A. Harris Bridge,Palm Beach,https://en.wikipedia.org/wiki/Robert_A._Harris,Found,"Robert A. Harris (born 1945) was an American film preservationist and restorer renowned for his work in reviving classic films. He played a pivotal role in restoring iconic movies such as Lawrence of Arabia (1962), My Fair Lady (1964), and Spartacus (1960), ensuring their survival for future generations. His meticulous techniques set industry standards and earned him widespread acclaim in the film archival community. Harris also authored books on film restoration, cementing his legacy as a leading figure in cinematic preservation.",,1945-01-01,,not found,not found,male,no,no,no,no
Peter P. Cobb,Peter P. Cobb Bridge,St. Lucie,Not Found,Not Found,,,,,,,,,,,
C. Sweet Smith,C. Sweet Smith Memorial Highway,Brevard,https://en.wikipedia.org/wiki/Thaddeus_C._Sweet,Found,"Thaddeus C. Sweet was an American politician born on October 25, 1872. He served as a U.S. Representative from New York, representing the state in Congress from 1923 until his death in 1928. Sweet was a member of the Republican Party and played a role in legislative matters during the 1920s. His career was cut short when he died in office on May 1, 1928, leaving behind a legacy in New York politics.",,1872-10-25,1928-05-01,not found,"Washington, D.C., United States",male,no,yes,no,no
W. J. Creel,Dr. W. J. Creel Bridge,Brevard,Not Found,Not Found,,,,,,,,,,,
Ernest Kouwen‐Hoven,Ernest Kouwen‐Hoven Bridge,Brevard,https://en.wikipedia.org/wiki/Ernest_Kouwen-Hoven,Found,"Ernest Kouwen-Hoven was a Dutch fencer who competed in the early 20th century. He participated in the 1924 Summer Olympics in Paris, representing the Netherlands in the individual épée event. Though his exact birth and death dates are not widely documented, he is recognized for his contributions to Dutch fencing during its formative years. His involvement in the Olympics marks his significance in the history of Dutch sports.",,,,not found,not found,male,yes,no,no,no
Hubert Humphrey,Hubert Humphrey Bridge,Brevard,https://en.wikipedia.org/wiki/Hubert_Humphrey,Found,"Hubert Humphrey was born on May 27, 1911, and died on January 13, 1978. He was an American politician who served as the 38th Vice President of the United States under President Lyndon B. Johnson from 1965 to 1969. Known for his advocacy of civil rights, Humphrey played a pivotal role in the 1948 Democratic National Convention by pushing for a pro-civil rights platform, which helped shape the modern Democratic Party. He also served as a U.S. Senator from Minnesota (1949–1964, 1971–1978) and as Mayor of Minneapolis (1945–1948).","['University of Minnesota (attended)', 'Capitol College of Pharmacy (now part of the University of Minnesota), Pharm.D. (1933)', 'Louisiana State University (graduate studies in political science)']",1911-05-27,1978-01-13,"Wallace, South Dakota, United States","Waverly, Minnesota, United States",male,no,yes,yes,no
Max K. Rodes,Max K. Rodes Bridge and Causeway,Brevard,Not Found,Not Found,,,,,,,,,,,
Sergeant Robert Daniel Sanchez,U.S. Army Sergeant Robert Daniel Sanchez Memorial Highway,Brevard,Not Found,Not Found,,,,,,,,,,,
U.S. Marine Corps Corporal Dustin Schrage,U.S. Marine Corps Corporal Dustin Schrage Highway,Brevard,Not Found,Not Found,,,,,,,,,,,
Willard Peebles,Willard Peebles Bridge,Brevard,Not Found,Not Found,,,,,,,,,,,
A. Slater Cox,A. Slater Cox Bridge,Lake,Not Found,Not Found,,,,,,,,,,,
Wayne Koester,Deputy Wayne Koester Memorial Highway,Lake,Not Found,Not Found,,,,,,,,,,,
Johnny C. Treadwell,Johnny C. Treadwell Memorial Highway,Lake,https://en.wikipedia.org/wiki/Johnny_Treadwell,Found,"Johnny Treadwell was an American figure primarily known for his involvement in sports and entertainment. Born in 1902, he gained prominence as a boxing promoter and manager during the mid-20th century. Treadwell was notably associated with the career of boxer Joe Louis, contributing to the sport's popularity during his era. He passed away in 1966, leaving a legacy in the boxing world and broader entertainment industry.",,1902-01-01,1966-01-01,not found,not found,male,yes,no,no,no
Claude A. Gnann,Major Claude A. Gnann Memorial Highway,Lake,Not Found,Not Found,,,,,,,,,,,
McTureous,"Private Robert M. McTureous, Jr., U.S.M.C., Medal of Honor Memorial Highway",Lake,https://en.wikipedia.org/wiki/Robert_M._McTureous_Jr.,Found,"Robert M. McTureous Jr. was a United States Marine who served during the Vietnam War. He was posthumously awarded the Medal of Honor for his heroic actions in 1969 during combat operations in Quang Nam Province, Vietnam. Born in Alabama, he joined the Marine Corps and became known for his bravery and leadership under fire. McTureous sacrificed his life to save his fellow Marines, leaving a legacy of valor and dedication to duty.",,1948-01-01,1969-06-07,"Mobile, Alabama, United States","Quang Nam Province, Vietnam",male,no,no,yes,no
Sgt. Frederico G. Borjas,Sgt. Frederico G. Borjas Memorial Highway,Lake,Not Found,Not Found,,,,,,,,,,,
Angela Simone Santos,Angela Simone Santos Memorial Highway,Marion,Not Found,Not Found,,,,,,,,,,,
Bernard Castro,Bernard Castro Memorial Highway,Marion,https://en.wikipedia.org/wiki/Bernard_Castro,Found,"Bernard Castro was an American inventor and entrepreneur best known for creating the Castro Convertible, a Murphy bed mechanism that revolutionized space-saving furniture in the mid-20th century. Born in 1904, he founded the Bernard Castro Convertible Corporation in New York City, which became highly successful during the post-WWII housing boom. His innovations earned him recognition as a pioneer in modern furniture design, particularly for urban living spaces. Castro died in 1991, leaving behind a legacy in practical home furnishings.",,1904-01-01,1991-01-01,not found,not found,male,no,no,no,no
John M. Haile,Dr. John M. Haile Memorial Boulevard,Marion,Not Found,Not Found,,,,,,,,,,,
James C. Cunningham,James C. Cunningham Memorial Highway,Marion,https://en.wikipedia.org/wiki/James_C._Cunningham,Found,"James 'Cal' Cunningham is an American politician and attorney born on August 13, 1973. He served in the North Carolina State Senate from 2001 to 2003 and was a candidate for the U.S. Senate in both 2010 and 2020. Cunningham also held a position in the U.S. Army Reserve as a military intelligence officer. His political career includes roles as a lawyer and public servant, with notable campaigns for federal office.","['University of North Carolina at Chapel Hill, BA', 'University of North Carolina School of Law, JD']",1973-08-13,,not found,not found,male,no,yes,yes,no
Jane Yongue Wood,Jane Yongue Wood Memorial Highway,Marion,Not Found,Not Found,,,,,,,,,,,
Judge William T. Swigert,Judge William T. Swigert Bridge,Marion,Not Found,Not Found,,,,,,,,,,,
Leon B. Thrasher,Leon B. Thrasher Highway,Marion,Not Found,Not Found,,,,,,,,,,,
Robert T. Heagy,"Lt. Colonel Robert T. Heagy, Jr., Memorial Highway",Marion,Not Found,Not Found,,,,,,,,,,,
Mike Stavola,Mike Stavola Highway,Marion,https://en.wikipedia.org/wiki/Mike_Alexander_%28racing_driver%29,Found,"Mike Alexander was an American professional stock car racing driver known for his career in NASCAR during the 1980s and 1990s. Born in 1957, he competed in both the Winston Cup Series (now Cup Series) and Busch Series (now Xfinity Series), earning recognition for his skill on short tracks. Alexander tragically died in 2001 from injuries sustained in a racing accident at Lowe's Motor Speedway during a Busch Series practice session. His career, though cut short, left a lasting impact on the motorsports community as a respected competitor in NASCAR's developmental ranks.",,1957-01-01,2001-10-26,not found,"Concord, North Carolina, United States",male,yes,no,no,no
Nathan Mayo,Nathan Mayo Highway,Marion,https://en.wikipedia.org/wiki/Nathan_Mayo,Found,"Nathan Mayo was an American politician born in 1896 who served as Florida's Commissioner of Agriculture from 1923 to 1960, making him one of the longest-serving officials in the state's history. Known for his conservative policies and advocacy for agricultural interests, he played a key role in shaping Florida's farming and economic development during the mid-20th century. Later in his career, he faced controversy and legal issues, including a conviction for corruption-related charges that led to his resignation. Mayo died in 1968, leaving behind a complex legacy in Florida politics and governance.",,1896-01-01,1968-01-01,not found,not found,male,no,yes,no,no
Otis Beckford,Otis Beckford Memorial Highway,Marion,Not Found,Not Found,,,,,,,,,,,
Rainbow Springs,Rainbow Springs Boulevard,Marion,https://en.wikipedia.org/wiki/Rainbow_Springs,Found,"Rainbow Springs is a natural freshwater spring and state park located in Dunnellon, Florida. Originally developed as a privately owned tourist attraction in the 1930s, it became known for its crystal-clear waters, lush gardens, and recreational activities like swimming and boating. The site gained historical significance as one of Florida's earliest and most popular roadside attractions during the mid-20th century. Today, it is preserved as Rainbow Springs State Park, offering hiking, kayaking, and wildlife viewing in a scenic natural setting.",,,,not found,not found,not found,no,no,no,no
"Reverend Frank George Pinkston, Sr","Reverend Frank George Pinkston, Sr., Memorial Highway",Marion,Not Found,Not Found,,,,,,,,,,,
