name,original_designation,county,wikipedia_url,status,match_confidence,validated,validation_notes,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
David J. Cook,David J. Cook Memorial Highway,Washington,https://en.wikipedia.org/wiki/Dalvin_Cook,Found,66.0,true,seq=15.0; human:+40; fl:+10; county-miss:-8; us:+5,"Dalvin Cook is an American professional football player born on August 10, 1995, in Miami, Florida. He gained prominence as a standout running back during his college career at Florida State University, where he set multiple records. Drafted by the Minnesota Vikings in the 2017 NFL Draft, Cook became known for his explosive playing style and multiple Pro Bowl selections. His career highlights include leading the Vikings in rushing yards and earning recognition as one of the NFL's top running backs during his tenure.","['Miami Central High School, High School Diploma', 'Florida State University']",1995-08-10,,"Miami, Florida, United States",not found,male,yes,no,no,no
John Creel,John Creel Bridge,Washington,Not Found,Not Found,17.6,false,seq=11.6; fl:+10; county-miss:-8,,,,,,,,,,,
Judge Perry Wells,Judge Perry Wells Highway,Washington,https://en.wikipedia.org/wiki/Aileen_Cannon,Found,63.0,true,seq=2.7; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
Lonnie Weeks,Lonnie Weeks Memorial Bridge,Washington,https://en.wikipedia.org/wiki/EJ_Manuel,Found,47.0,true,seq=1.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"EJ Manuel is an American former professional football quarterback born on March 19, 1990. He played college football at Florida State University, where he won the 2013 BCS National Championship and earned MVP honors. Drafted 16th overall by the Buffalo Bills in the 2013 NFL Draft, he became the first Black quarterback selected in the first round by the franchise. Though his NFL career included stints with multiple teams, he is best remembered for his contributions to Florida State’s success and breaking barriers in professional football.","[""Florida State University, Bachelor's degree in Communication"", 'Bayside High School (Virginia Beach, Virginia)']",1990-03-19,,"Newport News, Virginia, United States",not found,male,yes,no,no,no
Dave Turner,Dave Turner Bridge,Broward,https://en.wikipedia.org/wiki/Delon_Turner,Found,26.7,true,seq=15.7; fl:+10; county-miss:-8; us:+5,"Delon Turner is a former professional basketball player known for his collegiate and international career. Born in the United States, he played college basketball before transitioning to professional leagues overseas. Turner later pursued a post-playing career, though specific details about his birth date or death remain publicly unavailable. His contributions to basketball highlight his athletic achievements and influence in the sport.","['University of Wisconsin–Milwaukee', ""Bachelor's Degree (assumed, not explicitly stated)""]",,,not found,not found,male,yes,no,no,no
Ryan Sequin,Deputy Ryan Sequin Memorial Highway,Broward,Not Found,Not Found,0.0,false,seq=4.7; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8,,,,,,,,,,,
"E. Clay Shaw, Jr","E. Clay Shaw, Jr., Bridge",Broward,https://en.wikipedia.org/wiki/Edward_J._Stack,Found,63.0,true,seq=5.2; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,"Edward J. Stack was an American politician and lawyer born in 1866. He served as a U.S. Representative from New York from 1915 to 1917, representing the 12th congressional district. Stack was a member of the Democratic Party and played a role in local and national politics during the early 20th century. He died in 1929, leaving behind a legacy in New York's political history.","['Fordham University School of Law', 'Juris Doctor']",1866-01-01,1929-01-01,"New York City, New York, United States","New York City, New York, United States",male,no,yes,no,no
J. D. Butler,J. D. Butler Bridge,Broward,https://en.wikipedia.org/wiki/Aaliyah_Butler,Found,32.8,true,seq=10.8; fl:+10; county:+8,"Aaliyah Butler is an American track and field athlete specializing in sprinting. Born in the early 2000s, she gained recognition for her performances in collegiate and national competitions. In 2024, she competed in the NCAA Championships, showcasing her speed in the 100-meter and 200-meter events. Butler is considered a rising star in U.S. athletics with potential for future international success.",,,,not found,not found,female,yes,no,no,no
Pembroke Park,Pembroke Park Boulevard,Broward,https://en.wikipedia.org/wiki/Barbara_Sharief,Found,63.0,true,seq=4.3; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,"Barbara Sharief is an American politician and healthcare professional born in 1973. She served as a Broward County Commissioner from 2010 to 2020, becoming the first Black woman to hold that position. Sharief is also known for her work as a registered nurse and entrepreneur in the healthcare sector. Her political career has focused on community development, public health, and economic growth in South Florida.","['Nova Southeastern University, Master of Business Administration (MBA)', 'Broward College, Associate of Science in Nursing (ASN)', 'Florida Atlantic University, Bachelor of Science in Nursing (BSN)']",1973-01-01,,"Miami, Florida, United States",not found,female,no,yes,no,no
S. C. Fox,S. C. Fox Memorial Bridge,Broward,Not Found,Not Found,23.4,false,seq=6.4; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
The Barefoot Mailman,The Barefoot Mailman Memorial Bridge,Broward,https://en.wikipedia.org/wiki/Harvey_Eugene_Oyer_III,Found,47.0,true,seq=5.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Harvey Eugene Oyer III is an American attorney and author known for his work in Florida's legal and historical communities. Born in 1953, he has practiced law for decades while also contributing to local history preservation. Oyer authored The Last Egret, a historical novel set in early 20th-century Florida, reflecting his passion for the region's heritage. His career blends legal expertise with advocacy for environmental and cultural conservation.","['University of Florida, Fredric G. Levin College of Law, Juris Doctor', 'Florida State University, Bachelor of Arts']",1953-01-01,,not found,not found,male,no,no,no,no
Trooper Donald Earl Jennings,Trooper Donald Earl Jennings Highway,Broward,https://en.wikipedia.org/wiki/Bill_Clinton,Found,42.0,true,seq=3.0; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,"William Jefferson Clinton, born August 19, 1946, is an American politician who served as the 42nd President of the United States from 1993 to 2001. A member of the Democratic Party, he previously held office as the Governor of Arkansas and Attorney General of Arkansas, becoming known for his centrist policies and economic reforms. Clinton is notable for overseeing the longest period of peacetime economic expansion in U.S. history during his presidency, as well as for his role in the North American Free Trade Agreement (NAFTA) and welfare reform. He remains a prominent figure in global politics and philanthropy through the Clinton Foundation, alongside his wife, former Secretary of State Hillary Clinton.","['Georgetown University, School of Foreign Service', 'Bachelor of Science in Foreign Service (BSFS)', 'University of Oxford', 'Attended as a Rhodes Scholar (no degree)', 'Yale Law School', 'Juris Doctor (JD)']",1946-08-19,,"Hope, Arkansas, United States of America",not found,male,no,yes,no,yes
Trooper Stephen G. Rouse,Trooper Stephen G. Rouse Memorial Highway,Broward,https://en.wikipedia.org/wiki/Marie_Foster,Found,37.7,true,seq=6.7; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8,"Marie Foster (1917–2003) was a pivotal yet often unsung figure in the American Civil Rights Movement. Born in Alabama, she dedicated her life to voter registration and activism, working closely with organizations like the Dallas County Voters League. Known as a 'foot soldier' of the movement, she played a key role in the 1965 Selma to Montgomery marches and delivered influential speeches advocating for voting rights. Foster’s legacy endures as a symbol of grassroots courage in the fight against racial injustice.",,1917-01-01,2003-01-01,"Wilcox County, Alabama, United States",not found,female,no,yes,no,no
West Park,West Park Boulevard,Broward,https://en.wikipedia.org/wiki/West_Park%2C_Florida,Found,38.3,true,seq=13.3; last-mismatch:-4; fl:+10; county:+8; us:+5,"The provided content describes West Park, a city in Florida, rather than a biographical subject. It covers topics like history, geography, media, and demographics but does not pertain to an individual's life, achievements, or personal details. No birth/death dates, professions, or notable accomplishments of a person are mentioned. The content is purely informational about a municipal location, not a biography.",,,,not found,not found,not found,no,no,no,no
Alma Lee Loy,Alma Lee Loy Bridge,Indian River,https://en.wikipedia.org/wiki/Helen_Aguirre_Ferr%C3%A9,Found,47.0,true,seq=5.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Helen Aguirre Ferré is a political strategist and communications expert known for her work in Republican politics. She gained prominence for her early criticism of Donald Trump during his 2016 presidential campaign while serving as the Republican National Committee's (RNC) Director of Hispanic Communications. Later, she joined the Trump administration as the White House Director of Media Affairs from 2017 to 2019. Her career reflects a significant role in shaping political messaging and outreach within the GOP, particularly among Hispanic communities.",,,,not found,not found,female,no,yes,no,no
James H. Pruitt,James H. Pruitt Memorial Bridge,Indian River,Not Found,Not Found,19.8,false,seq=13.8; fl:+10; county-miss:-8,,,,,,,,,,,
Merrill P. Barber,Merrill P. Barber Bridge,Indian River,https://en.wikipedia.org/wiki/Merrill_P._Barber,Found,42.0,true,seq=20.0; human:+40; fl-miss:-10; county-miss:-8,"Merrill P. Barber was an American politician and businessman born on March 27, 1909. He served as a Republican member of the U.S. House of Representatives from Pennsylvania from 1961 to 1977. Barber was known for his advocacy on economic and fiscal policies during his tenure in Congress. He passed away on December 29, 1996, leaving a legacy in Pennsylvania politics.","['University of Pennsylvania, Wharton School, Bachelor of Science in Economics', 'University of Pennsylvania Law School, Juris Doctor']",1909-03-27,1996-12-29,"Philadelphia, Pennsylvania, United States","Philadelphia, Pennsylvania, United States",male,no,yes,no,no
Richard Raczkoski,Richard Raczkoski Memorial Highway,Indian River,Not Found,Not Found,0.0,false,seq=6.3; last-mismatch:-4; fl:+10; county-miss:-8; nonperson:-15,,,,,,,,,,,
Robert C. Spillman,Robert C. Spillman Memorial Highway,Indian River,https://en.wikipedia.org/wiki/Robert_Stone_%28novelist%29,Found,36.0,true,seq=12.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,"Robert Stone was an American novelist born on August 21, 1937, known for his works exploring counterculture, war, and moral ambiguity. His debut novel A Hall of Mirrors (1967) won the William Faulkner Foundation Award, establishing him as a significant literary voice of his generation. Stone’s later works, including Dog Soldiers (1974), which won the National Book Award, cemented his reputation for gritty, politically charged storytelling. He passed away on January 10, 2015, leaving behind a legacy as one of the most influential American writers of the late 20th century.","['Trinity College (now Trinity Washington University), no degree', 'New York University, attended', 'Stanford University, Wallace Stegner Creative Writing Fellowship']",1937-08-21,2015-01-10,"Brooklyn, New York, United States","Key West, Florida, United States",male,no,yes,yes,no
Robert W. Graves,Robert W. Graves Bridge,Indian River,Not Found,Not Found,18.3,false,seq=12.3; fl:+10; county-miss:-8,,,,,,,,,,,
A. O. Kanner,A. O. Kanner Highway,Martin,https://en.wikipedia.org/wiki/Anthony_W._Young,Found,43.1,true,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,Anthony W. Young was an American politician and lawyer born in 1834. He served as a member of the United States House of Representatives from Ohio during the late 19th century. Young was known for his involvement in post-Civil War Reconstruction policies and his advocacy for civil rights. He passed away in 1903 after a career marked by public service and legal practice.,"['Miami University (Ohio), Bachelor of Arts', 'Harvard Law School, Law Degree']",1834-01-01,1903-01-01,"Cincinnati, Ohio, United States","Cincinnati, Ohio, United States",male,no,yes,no,no
Big John Monahan,Big John Monahan Bridge,Martin,https://en.wikipedia.org/wiki/Brett_Sawyer,Found,47.0,true,seq=4.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Brett Sawyer was a professional wrestler born on 1955-06-05, known for his career in the 1970s and 1980s. He competed in various wrestling promotions and achieved recognition for his in-ring skills and contributions to the sport. Sawyer passed away on 2023-07-29, leaving behind a legacy in the wrestling community. His career highlights include multiple championships and a lasting impact on professional wrestling during his era.",,1955-06-05,2023-07-29,not found,not found,male,yes,no,no,no
Ernest F. Lyons,Ernest F. Lyons Bridge,Martin,Not Found,Not Found,7.0,false,seq=4.9; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
"Evans Crary, Sr","Evans Crary, Sr., Bridge",Martin,https://en.wikipedia.org/wiki/Henry_Cabot_Lodge,Found,48.5,true,seq=7.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Henry Cabot Lodge was born on May 12, 1850, in Boston, Massachusetts, and died on November 9, 1924. He was a prominent American Republican politician, historian, and statesman best known for his role as a U.S. Senator from Massachusetts (1893–1924). Lodge served as Senate Majority Leader and chaired the Foreign Relations Committee, where he strongly opposed the League of Nations, shaping U.S. foreign policy in the early 20th century. His political career and scholarly work on American history cemented his legacy as a key figure in the Progressive Era and early 20th-century conservatism.","['Harvard College, B.A. (1871)', 'Harvard Law School (1874), attended but did not graduate']",1850-05-12,1924-11-09,"Boston, Massachusetts, United States","Cambridge, Massachusetts, United States",male,no,yes,yes,no
Frank A. Wacha,Frank A. Wacha Bridge,Martin,https://en.wikipedia.org/wiki/F._P._Santangelo,Found,27.0,true,seq=5.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Frank Peter Santangelo, commonly known as F.P. Santangelo, was born on October 10, 1969, in Brooklyn, New York. He is a former Major League Baseball (MLB) outfielder who played for teams like the Montreal Expos, San Francisco Giants, and Los Angeles Dodgers from 1995 to 2001. Post-retirement, he transitioned into a broadcasting career, working as a color analyst for the Washington Nationals. Santangelo was also named in the 2007 Mitchell Report for alleged performance-enhancing drug use during his playing career.",,1969-10-10,,"Brooklyn, New York, United States",not found,male,yes,no,no,no
Palm City,Palm City Bridge,Martin,https://en.wikipedia.org/wiki/Percy_Wood,Found,42.0,true,seq=4.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"Percy Wood was a British sports administrator best known for his leadership in football governance. Born in 1872, he served as the president of The Football Association (FA) from 1937 to 1939, overseeing key developments in English football. Wood was also a prominent figure in the legal profession, working as a solicitor alongside his sports administration roles. He passed away in 1945, leaving a legacy in both football and legal circles.",,1872-01-01,1945-01-01,not found,not found,male,yes,no,no,no
Dan McCarty,Dan McCarty Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Daniel_T._McCarty,Found,66.7,true,seq=15.7; human:+40; fl:+10; county-miss:-8; us:+5,"Daniel T. McCarty was an American politician born on July 24, 1912, in Fort Pierce, Florida. He served as the 31st Governor of Florida from 1953 until his death in office on September 28, 1953, making his tenure one of the shortest in state history. Prior to his governorship, McCarty was a state legislator and a prominent figure in Florida’s Democratic Party during the mid-20th century. His sudden death at age 41 cut short a political career marked by advocacy for education and economic development in Florida.","['University of Florida, College of Law, LL.B.']",1912-07-24,1953-09-28,"Fort Pierce, Florida, United States","Tallahassee, Florida, United States",male,no,yes,yes,no
Stan Mayfield,Stan Mayfield Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Debbie_Mayfield,Found,63.9,true,seq=12.9; human:+40; fl:+10; county-miss:-8; us:+5,"Debbie Mayfield is an American politician currently serving in the Florida Senate. Born in 1956, she represents District 17, which includes parts of Brevard and Indian River counties. A Republican, Mayfield has been involved in Florida politics since 2008, previously serving in the Florida House of Representatives from 2008 to 2016. She is known for her advocacy on education, healthcare, and environmental issues in the state legislature.","['Brevard Community College, Associate of Arts', 'University of Central Florida, Bachelor of Science in Education']",1956-01-01,,"Vero Beach, Florida, United States",not found,female,no,yes,no,no
Thomas E. Will,Thomas E. Will Memorial Highway,Multiple Counties,Not Found,Not Found,18.3,false,seq=9.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Ben Sunday,Ben Sunday Memorial Highway,Palm Beach,Not Found,Not Found,19.3,false,seq=13.3; fl:+10; county-miss:-8,,,,,,,,,,,
Carlin White,Carlin White Bridge,Palm Beach,Not Found,Not Found,7.0,false,seq=5.3; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Glynn Mayo,Glynn Mayo Highway,Palm Beach,Not Found,Not Found,2.3,false,seq=13.3; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Haven M. Ashe,Haven M. Ashe Bridge,Palm Beach,https://en.wikipedia.org/wiki/John_Ashley_%28bandit%29,Found,68.7,true,seq=11.7; last-mismatch:-4; human:+40; fl:+10; county:+8; us:+5,"John Ashley was an American outlaw and bank robber active during the early 20th century. Born in 1895, he became notorious for his criminal activities in the Ozarks region alongside his gang, including his girlfriend Laura Bullion. Ashley was involved in multiple high-profile robberies and shootouts with law enforcement before his eventual capture. He died in 1924 after a violent confrontation with police, cementing his legacy as a folk antihero in American outlaw history.",,1895-01-01,1924-03-28,not found,"Mena, Arkansas, United States",male,no,no,no,no
Jack L. Saunders,Jack L. Saunders Bridge,Palm Beach,Not Found,Not Found,7.0,false,seq=0.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Jerry Thomas,Jerry Thomas Memorial Bridge,Palm Beach,https://en.wikipedia.org/wiki/Jerry_Thomas_%28Florida_politician%29,Found,27.0,true,seq=20.0; fl:+10; county-miss:-8; us:+5,"Jerry Thomas was a Florida-based politician known for his contributions to local governance. Details about his birth and death dates are not widely documented in available sources. He served in political roles within Florida, though specific positions or notable legislative achievements remain unclear. Thomas's historical significance is primarily tied to his involvement in Florida's political landscape during his active years.",,,,not found,not found,male,no,yes,no,no
L. E. Buie,L. E. Buie Memorial Bridge,Palm Beach,Not Found,Not Found,2.0,false,seq=3.1; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
North Ocean,North Ocean Boulevard,Palm Beach,Not Found,Not Found,18.0,false,seq=4.0; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
Purple Heart,Purple Heart Highway,Palm Beach,Not Found,Not Found,7.0,false,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Richard Jason Randolph,Richard Jason Randolph Memorial Bridge,Palm Beach,https://en.wikipedia.org/wiki/Randolph_Bracy,Found,49.9,true,seq=8.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Randolph Bracy is an American politician and attorney born in 1978. He has served in the Florida House of Representatives (2012–2016) and the Florida Senate (2016–2022), representing the Democratic Party. Bracy ran for Congress in 2022 but was unsuccessful in securing the nomination. Known for his advocacy on gun control and public health policies, he remains a prominent figure in Florida politics.","[""Florida Agricultural and Mechanical University (FAMU), Bachelor's Degree"", 'Florida State University College of Law, Juris Doctor (JD)']",1978-01-01,,not found,not found,male,no,yes,no,no
Robert A. Harris,Robert A. Harris Bridge,Palm Beach,Not Found,Not Found,22.2,false,seq=11.2; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Peter P. Cobb,Peter P. Cobb Bridge,St. Lucie,Not Found,Not Found,16.8,false,seq=12.8; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
C. Sweet Smith,C. Sweet Smith Memorial Highway,Brevard,Not Found,Not Found,23.3,false,seq=12.3; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
W. J. Creel,Dr. W. J. Creel Bridge,Brevard,https://en.wikipedia.org/wiki/William_Jackson_Creel,Found,57.2,true,seq=11.2; human:+40; fl:+10; county-miss:-8,"William Jackson Creel was a notable figure though specific biographical details are unavailable in the provided content. No birth or death dates, profession, or notable achievements could be confirmed from the given information. The content lacks substantive details about his life, career, or historical significance. Further research would be required to provide a complete biographical summary.",,,,not found,not found,male,no,no,no,no
Ernest Kouwen‐Hoven,Ernest Kouwen‐Hoven Bridge,Brevard,https://en.wikipedia.org/wiki/Ernest_Kouwen-Hoven,Found,67.0,true,seq=18.9; human:+40; fl:+10; county-miss:-8; us:+5,"Ernest Kouwen-Hoven was a Dutch fencer who competed in the early 20th century. He participated in the 1928 Summer Olympics in Amsterdam, representing the Netherlands in the team épée event. Though his exact birth and death dates are not widely documented, his involvement in fencing marked him as a notable athlete of his time. Kouwen-Hoven's Olympic appearance remains his most recognized achievement in sports history.",,,,not found,not found,male,yes,no,no,no
Hubert Humphrey,Hubert Humphrey Bridge,Brevard,https://en.wikipedia.org/wiki/Hubert_Humphrey_%28businessman%29,Found,47.0,true,seq=20.0; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Hubert Humphrey (1821–1866) was an American businessman and politician from Minnesota. He is best known for his role in the early development of the state, particularly in the lumber industry. Humphrey served as a member of the Minnesota Territorial Legislature and was influential in shaping local infrastructure. His legacy is tied to the growth of the region during the mid-19th century.",,1821-01-01,1866-01-01,not found,not found,male,no,yes,no,no
Max K. Rodes,Max K. Rodes Bridge and Causeway,Brevard,https://en.wikipedia.org/wiki/John_F._Kelly,Found,47.0,true,seq=4.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"John F. Kelly is a retired United States Marine Corps general born on May 11, 1950, in Boston, Massachusetts. He served over 45 years in the military, rising to the rank of four-star general and commanding U.S. Southern Command before retiring in 2016. Kelly later held key government roles, including Secretary of Homeland Security (2017) and White House Chief of Staff (2017–2019) under President Donald Trump. His tenure was marked by leadership in national security and immigration policy, though it also sparked political controversies during his time in the Trump administration.","['University of Massachusetts Boston, Bachelor of Arts in Political Science', 'Georgetown University, Master of Arts in National Security Studies', 'National War College, Master of Science in National Security Strategy']",1950-05-11,,"Boston, Massachusetts, United States",not found,male,no,yes,yes,no
Purple Heart,Purple Heart Highway,Brevard,Not Found,Not Found,18.5,false,seq=6.5; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,
Robert W. Graves,Robert W. Graves Bridge,Brevard,Not Found,Not Found,23.0,false,seq=4.7; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
U.S. Army Sergeant Robert Daniel Sanchez,U.S. Army Sergeant Robert Daniel Sanchez Memorial Highway,Brevard,https://en.wikipedia.org/wiki/Fulgencio_Batista,Found,62.0,true,seq=3.5; last-mismatch:-4; human:+40; mil:+15; fl:+10; county-miss:-8; us:+5,"Fulgencio Batista was a Cuban military officer and politician born on January 16, 1901. He served as the elected President of Cuba from 1940 to 1944 and later ruled as a U.S.-backed dictator from 1952 until his overthrow in the Cuban Revolution of 1959. Known for his authoritarian regime, Batista's government was marked by corruption, repression, and close ties to organized crime. He died in exile in Spain on August 6, 1973, leaving a controversial legacy in Cuban history.","['United States Army Service Schools (Fort Leavenworth, Kansas), Military Training, 1938-1939', 'Attended night school for stenography and English (early career)']",1901-01-16,1973-08-06,"Banes, Oriente Province, Cuba","Guadalmina, Málaga, Spain",male,no,yes,yes,no
U.S. Marine Corps Corporal Dustin Schrage,U.S. Marine Corps Corporal Dustin Schrage Highway,Brevard,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Willard Peebles,Willard Peebles Bridge,Brevard,https://en.wikipedia.org/wiki/Ellis_Spear,Found,27.2,true,seq=6.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Ellis Spear was born on April 8, 1834, in Warren, Maine, and became a prominent Union officer during the American Civil War. He is best known for his leadership at the Battle of Little Round Top during the Battle of Gettysburg, where his 20th Maine Infantry Regiment played a crucial defensive role. After the war, Spear pursued a career in law and served as a judge in Maine. He passed away on November 13, 1917, leaving a legacy as a respected military leader and jurist.","['Bowdoin College, BA, 1858', 'Harvard Law School, LLB, 1861']",1834-04-08,1917-11-13,"Warren, Maine, United States","Bangor, Maine, United States",male,no,no,yes,no
A. Slater Cox,A. Slater Cox Bridge,Lake,Not Found,Not Found,9.9,false,seq=8.9; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Wayne Koester,Deputy Wayne Koester Memorial Highway,Lake,Not Found,Not Found,0.0,false,seq=4.3; last-mismatch:-4; le-missing:-50; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
Johnny C. Treadwell,Johnny C. Treadwell Memorial Highway,Lake,https://en.wikipedia.org/wiki/Johnny_Treadwell,Found,47.0,true,seq=18.3; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Johnny Treadwell was an American sports executive and businessman born in 1907. He is best known for owning the New York Knicks basketball team from 1946 to 1959 and playing a key role in the early development of the NBA. Treadwell also co-founded the Basketball Association of America (BAA), which later merged with the National Basketball League to form the NBA. He passed away in 1963, leaving a legacy in professional basketball administration.",,1907-01-01,1963-01-01,not found,not found,male,yes,no,no,no
Claude A. Gnann,Major Claude A. Gnann Memorial Highway,Lake,Not Found,Not Found,0.0,false,seq=5.5; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,
McTureous,"Private Robert M. McTureous, Jr., U.S.M.C., Medal of Honor Memorial Highway",Lake,Not Found,Not Found,23.0,false,seq=4.6; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,,
Sgt. Frederico G. Borjas,Sgt. Frederico G. Borjas Memorial Highway,Lake,Not Found,Not Found,0.0,false,no-candidates,,,,,,,,,,,
Angela Simone Santos,Angela Simone Santos Memorial Highway,Marion,Not Found,Not Found,8.8,false,seq=7.8; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Bernard Castro,Bernard Castro Memorial Highway,Marion,Not Found,Not Found,4.9,false,seq=8.9; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
John M. Haile,Dr. John M. Haile Memorial Boulevard,Marion,Not Found,Not Found,4.7,false,seq=8.7; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,
James C. Cunningham,James C. Cunningham Memorial Highway,Marion,Not Found,Not Found,21.8,false,seq=15.8; fl:+10; county-miss:-8,,,,,,,,,,,
Jane Yongue Wood,Jane Yongue Wood Memorial Highway,Marion,Not Found,Not Found,0.0,false,seq=5.0; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,
Judge William T. Swigert,Judge William T. Swigert Bridge,Marion,https://en.wikipedia.org/wiki/Mark_Kelly,Found,27.0,true,seq=3.5; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Mark Kelly is an American astronaut, naval aviator, and politician born on February 21, 1964. He served as a NASA astronaut from 1996 to 2011, piloting and commanding multiple Space Shuttle missions, including the final flight of Endeavour (STS-134). Prior to his NASA career, Kelly was a U.S. Navy captain and combat pilot, flying 39 missions during the Gulf War. Since 2020, he has represented Arizona in the U.S. Senate as a member of the Democratic Party.","['United States Merchant Marine Academy, Bachelor of Science in Marine Engineering and Nautical Science (1986)', 'U.S. Naval Test Pilot School, Class 101 (1994)']",1964-02-21,,"Orange, New Jersey, United States",not found,male,no,yes,yes,no
Leon B. Thrasher,Leon B. Thrasher Highway,Marion,Not Found,Not Found,10.7,false,seq=9.7; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,
Robert T. Heagy,"Lt. Colonel Robert T. Heagy, Jr., Memorial Highway",Marion,https://en.wikipedia.org/wiki/Bud_Beardmore,Found,27.0,true,seq=5.7; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Bud Beardmore was an American football coach born in 1905, known for his contributions to collegiate and professional football teams. He began his coaching career in the 1930s, working with various teams before joining the University of Maryland as an assistant coach in 1947. Beardmore later transitioned to professional football, coaching in the All-America Football Conference (AAFC) and the National Football League (NFL) during the late 1940s and early 1950s. His career spanned multiple roles, leaving a legacy in the development of American football strategies during the mid-20th century.",,1905-01-01,,not found,not found,male,yes,no,no,no
Mike Stavola,Mike Stavola Highway,Marion,https://en.wikipedia.org/wiki/Davey_Allison,Found,47.0,true,seq=4.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Davey Allison was an American NASCAR driver born on February 25, 1961, in Hollywood, Florida. He was the son of racing legend Bobby Allison and became a prominent figure in stock car racing during the late 1980s and early 1990s. Allison won 19 NASCAR Cup Series races, including the 1992 Daytona 500, and was known for his aggressive driving style and rivalry with other top drivers. He died tragically on July 13, 1993, in a helicopter crash at Talladega Superspeedway in Alabama at the age of 32.",,1961-02-25,1993-07-13,"Hollywood, Florida, United States","Talladega, Alabama, United States",male,yes,no,no,no
