OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
312,Thomas D. Peace Mem Hwy,A section beginning at SH 64B east to the Arkansas State line.,1995,,Sequoyah,SH 101,1,Thomas D. Peace Memorial Highway,A section beginning at SH 64B east extending to the Arkansas State Line.,1625,"House Bill 1613, c. 62, § 1, Okla. Session Laws 1995, pg. 278; Commission Item 203‐A, 11‐6‐95.",Served as a Commissioner of Health.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.167131594872299
313,"Three Hero Highway:  Homoring and in Memory of District Attorney Mitchell D. Sperry, Sheriff Harvey Burkhart and State Representatige Terry Hyman",A section of Scenic SH 77 which runs along the Love/Carter County Line beginning at the intersection of US 77 east 2.4 miles. (Where SH77 changes course to run north and south.),2010,,Love,SH-77S,7,"Three Hero Highway:  Honoring and In Memory of District Attorney Mitchell D. Sperry, Sheriff Harvey Burkhart and Representative Terry Hyman",A section of Scenic SH 77 which runs along the Love/Carter County line beginning at the intersection of US 77 extending east 2.4 miles. (Where SH77S changes course to run north and south.),1698.75.,"Senate Bill 1713, c. 187, § 4, Okla. Session Laws 2010; Commission Item 73(h, 4), 6‐7‐10.","To honor three public figures who all passed away while still serving in office.  District Attorney Sperry died December 21, 2005; Sheriff Burkhart died December 30, 2007;  State Representative Hyman died June 27, 2008.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.041328774261924
314,Tom Puckett Memorial Highway,Between I-44 in Lawton and SH65.,2004,,Comanche,SH 7,7,Tom Puckett Memorial Highway,Between I‐44 in Lawton and SH 65. ,1663,"Senate Bill 1480, c. 412, § 5, Okla. Session Laws 2004; Commission Item 125 (B, 5), 7‐6‐04.",A FBI agent who was killed in the line of duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.165876815122685
315,Tom Steed Memorial Highway,A section of I-40 between Oklahoma City and Shawnee,1983,,Pottawatomie,I‐40,3,Tom Steed Memorial Highway,A section of I-40 between Oklahoma City and Shawnee.,,"United States House of Representatives Report 98‐246, page 46;
H. R. 3329, 98th Congress 1st Session 1983;
H. C. Res. 1023, Okla. Session Laws 1983;  Commission Item 172, 10‐11‐83.","Elected as a United States Representative for District 4 in 1948 and as a member of the House of Representatives Public Works Committee in 1950, and was instrumental in passing legislation creating the nationwide interstate highway system. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.34127589502411
316,Tom Tipps Hwy,Beginning from US 77 and extending to SH 76.,2003,,Carter,US-70,7,Tom Tipps Highway,Beginning from US 77 and extending to SH 76.,,"S. C. Res. 34, Okla. Session Laws 2003;  Commission Item 109‐E, 7‐7‐03.",Served as an Oklahoma State Representative in 1953 and 1954 and as an Oklahoma State Senator from 1955 to 1962.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.287812315840181
317,Tommy Azlin Memorial Highway,From the Poteau Riger Bridge south to the Hodgen City Limits,2010,,LeFlore,US 59,2,Tommy Azlin Memorial Highway,From the Poteau River Bridge south to the Hodgen City Limits. ,1698.67.,"House Bill 2621, c. 180, § 2, Okla. Session Laws 2010; Commission Item 73(b, 2), 6‐7‐10.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0122918903502298
318,Turner Turnpike,Between Oklahoma City and Tulsa.,1955,,"Oklahoma, Lincoln, Creek",I-44,,Turner Turnpike,Between Oklahoma City and Tulsa.,,"H. J. Res. 523, Okla. Session Laws 1955, pg. 583. ","Roy Joseph Turner served as Governor of Oklahoma from  January 13, 1947, to January 8, 1951, and as an Oklahoma State Highway Commissioner from February 15, 1959, to February 4, 1963. This roadway was built as part of the new Interstate System.  The",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,Interstate Numbering System did not come about until 1959.,1,,,1.50798361141441
319,U. S. Army Staff Sgt. Brandon W. Farley Memorial Highway,The section between east of Idabel and Tom.,2009,,McCurtain,US-70,2,U.S. Army Staff Sgt. Brandon W. Farley Memorial Highway,The section between east of Idabel and Tom.,1698.52.,"House Bill 1769, c. 150, § 10, Okla. Session Laws 2009; 
Commission Item 94(a, 10), 6‐22‐09.",Killed in action while serving his country in Iraq.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.364609694299611
320,U. S. Border Patrol Chief Donald R. Coppock Memorial Highway,A section of SH 11 beginning at US 64S extending east to SH 38S.,2012,,Alfalfa,SH11,6,U.S. Border Patrol Chief Donald R. Coppock Memorial Highway,A section of SH 11 beginning at US 64S extending east to SH 38S.,1698.117,"House Bill 3108, c. 305, § 1, Okla. Session Laws 2012; Commission Item 92(I, b, 11), 7‐2‐12.","Coppock began his Border Patrol career in 1941.  In 1968, he received the Department of Justice Distinguished Service Award for his accomplishments.  He also served as Chief of the Border Patrol.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.197027411795382
321,U.S. Army Staff Sergeant Billie Hall Memorial Highway,From SH 51 in Tulsa County north to US 64.,2008,,Tulsa,SH 151,8,U.S. Army Staff Sergeant Billie Hall Memorial Highway,From SH 51 extending north to US 64.,1698.41.,"Senate Bill 1479, c. 310, § 3, Okla. Session Laws 2008; Commission Item 108 (a), 6‐2‐08.","An Army Special Forces medic, who was killed in action on March 9, 1966, while serving his country in South Vietnam.  He was posthumously awarded the Distinguished Service Cross in 1967. Billie Allen Hall was born on September 21, 1939.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"  He was from Sands Springs, Oklahoma.",1,,,0.035468919669458
323,United States Submarine Veterans Memorial Highway,Portion of SH 20 in Owasso beginning at 145th E Avenue extending west to US 169 in Tulsa County,2016,,Tulsa,SH 20,8,United States Submarine Veterans Memorial Highway,The portion of SH 20 in Owasso beginning at 145th E Avenue extending west to US 169.,1698.243.,"Laws 2016, HB 2268, c. 239, § 11, eff. November 1, 2016 Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0088213001416171
324,US Army Staff Sergeant Ruben Rivers Highway,From Skagg City Road in Tecumseh east to SH 9A.,2008,,Pottawatomie,SH 9,3,"U.S. Army Staff Sergeant Ruben Rivers Highway
",From Skagg City Road in Tecumseh east to SH 9A.,1698.36.,"Senate Bill 1155, c. 157, § 5, Okla. Session Laws 2008; Commission Item 87 (2, e), 6‐2‐08.","Killed in action during World War II on November 19, 1944. Awarded the Medal of Honor and the Silver Star.  Served as a United States Army 761st Tank Battalion member, the first African‐American armored unit to serve in combat.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0708526677864053
325,USMC Cpl. Jeremy D. Allbaugh Memeorial Highway,The section between I-35 and 13th Street in Blackwell,2010,,Kay,SH 11,4,USMC Cpl. Jeremy D. Allbaugh Memorial Highway,The section between I‐35 and 13th Street in Blackwell.,1698.71           1698.83,"House Bill 2621, c. 180, § 6, Okla. Session Laws 2010;
House Bill 2696, c. 232, § 8, Okla. Session Laws 2010;
 Commission Item 73(b, 6), 6‐7‐10. Commission Item 73(c, 8), 6‐7‐10.","Killed on July 5, 2007, while serving his country in Iraq.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0413921814702279
326,"USMC Sgt. James R. Graham, III Memorial Highway",Between 141st Street in Coweta and the Muskogee Turnpike in Wagoner County,2006,,Wagoner,SH 51,1,"USMC Sgt. James R. Graham III, Memorial Highway",Between 141st Street in Coweta and the Muskogee Turnpike.,1698.1.,"Senate Bill 1412, c. 275, § 7, Okla. Session Laws 2006; Commission Item 122 (b), 7‐10‐06.","Sgt. Graham served in the United States Marine Corps and was killed on August 1, 2005, while serving his country in Iraq during the War on Terror.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.065779165588511
328,Vernon Glenn Mem. Highway,"In Vinita, beginning at the US 69 intersection extending to the Northern City Limits.",2004,,Craig,SH 2,8,Vernon Glenn Memorial Highway,"In Vinita, beginning at the  US 69 intersection extending to the Northern City Limits.",1661," Senate Bill 1480, c. 412, §3, Okla. Session Laws 2004;
 Commission Item 125 (B, 3), 7‐6‐04.",A FBI agent who was killed in the line of duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0221886368568296
330,"W. H. 'Bill' Langley, Sr. Memorial Highway",A section of SH 100 beginning at the Cherokee County Line and extending east to US 59 in Stillwell.,1989,,Adair,SH100,1,"The W. H. 'Bill' Langley, Sr. Memorial Highway",A section of SH 100 beginning at the Cherokee County Line and extending east to US 59 in Stillwell.,,"H. J. Res. 1020, Okla. Session Laws 1989, pg. 1655; Commission Item 82, 4‐3‐89.","Served as an Oklahoma State Representative from 1941 to 1942, and from 1945 to 1960.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.201288890760534
331,W. R. 'Dick' Stubbs Memorial Highway,Between US266 and Trudgeon Road in Henryetta,2004,,Okmulgee,US 75,1,W. R. 'Dick' Stubbs Memorial Highway,Between US 266 and Trudgeon Road in Henryetta. ,1670,"Senate Bill 1480, c. 412, § 13, Okla. Session Laws 2004; Commission Item 125 (B,13), 7‐6‐04","Served as an Oklahoma State Transportation Commissioner of the 1st District from August 6, 1985, to February 1987.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0196227755992871
332,W.R. Shaver Mem. Hgwy.,Within the municipal Limits of Boley.,2006,,Okfuskee,US 62,3,W.R. Shaver Memorial Highway,Within the municipal limits of Boley.,1691,"H. C. Res. 1057, Okla. Session Laws 2006;
Senate Bill 1074, c. 152, § 8, Okla. Session Laws 2006; Commission Item 99 (B, 5), 6‐5‐06.",Commissioned as a Deputy U. S. Marshal for Boley in Indian Territory in 1905.  Killed in a gunfight while in the line of duty.  His name was added to the National Law Enforcement Officers Memorial.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0316358416054821
333,Walter Merrick memorial Highway,The section of SH 66 beginning at the I-40 Loop at exit 25 (furthermost north exit) extending westerly to the intersection of US 283/N. 4th Street in Sayre. (This section of SH66 also known as I-49 Business.),2010,,Beckham,SH-66,5,Walter Merrick Memorial Highway,The section of SH 66 beginning at the I‐40 Loop at exit 25 (furthermost north exit) extending westerly to the intersection of US 283/N. 4th Street in Sayre.  (This section of SH 66 also known as I-40 Business.),1698.85.,"House Bill 2696, c. 232, § 10, Okla. Session Laws 2010; Commission Item 73(c, 10), 6‐7‐10.","A legend in American Quarter Horse breeding. Oklahoma State University named him the 1979 Outstanding Oklahoma Horse Breeder, and he was the first horseman to be inducted into the Oklahoma Hall of Fame and the AQHA Hall of Fame.  Died on February 4, 2006",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,", at age 94.",1,,,0.0285443434329924
334,Warrior Highway,A sectnion of SH 113 beginning at the Coal Creek Bridge extending 1/2 miles east of County Road NS409 north of McAlester.,2014,,Pittsburg,SH 113,2,Warrior Highway,A section of SH 113 beginning at the Coal Creek Bridge extending  1/2 miles east of  County Road NS409 north of McAlester.,1698.201.,"House Bill 3018, c. 268, § 8, Okla. Session Laws 2014; Commission Item 146 (I, d), 11‐3‐2014.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.208738026977975
335,Washita County Undersheriff Brian Beck Memorial Highway,Section of Old US 66 beginning west of Canute extending 1.5 miles west in Washita County.,2016,,Washita,US-66,5,Washita County Undersheriff Brian Beck Memorial Highway,The section of Old US 66 beginning west of Canute extending 1.5 miles west.,1698.232.,"Laws 2016, SB 1490, c. 380, § 3, emerg. eff. July 1, 2016 Commission Item 92, 7-11-16",Undersheriff Beck lost his life while on duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0265784981099066
336,Wayman Tisdale Memorial Highway,Bginning at the Gilcrease Expressway extending north to the municipal limits of Tulsa.,2013,,Tulsa,SH 11,8,Wayman Tisdale Memorial Highway,Beginning at the Gilcrease Expressway extending north to the municipal limits of Tulsa.,1698.188.,"Senate Bill 418, c. 372, § 6, Okla. Session Laws 2013; Commission Item 154 (I, e), 11‐5‐2013.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0657808640564751
337,Wayne Crusoe Memorial Highway,From Idabel extending northwest to Garvin.,2013,,McCurtain,US 70,2,Wayne Crusoe Memorial Highway,From Idabel extending northwest to Garvin.,1698.162.       1698.187.,"Senate Bill 418, c. 372, § 5, Okla. Session Laws 2013; Commission Item 154 (I, a), 11‐5‐2013.","He was born in California and lived in Idabel until his death on August 12, 2011. He had served in the Oklahoma National Guard and retired from the Kiamichi Technology Center in Idabel. He was affiliated with the 1st Baptist Church in Idabel.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0974841873364251
338,Weatherford Veterans Memorial Drive,A section of SH 54 beginning at the north edge of Weatherford at County Road E1020 extending southeast to 7th Street.,2015,,Custer,SH-54,5,Weatherford Veterans Memorial Drive,A section of SH 54 beginning at the north edge of Weatherford at County Road E1020 extending southeast to 7th Street.,1698.227.,"House Bill 1354, c. 240, § 2, Okla. Session Laws 2015; Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0172015585986314
339,Will Rogers Turnpike,Between Tulsa and the Missouri State line.,1955,,"Rogers, Mayes, Craig, Ottawa",I-44,8,"Will Rogers Turnpike
","Between Tulsa and the Missouri State Line.
",,"H. J. Res. 523, Okla. Session Laws 1955, pg. 583. ","He was an author and actor, and he was elected United States Congressman‐at‐Large in 1932. This roadway was built as part of the new Interstate System.  The Interstate Numbering System did not come about until 1959.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,1.44608909150622
340,William Ross Stewart Memorial Highway,Beginning at the southern city limits of Krebs extending southeasterly to the western city limits of Hartshorne.,2004,,Pittsburg,"US 270, SH 1",2,William Ross Stewart Memorial Highway,Beginning at the southern city limits of Krebs extending southeasterly to the western city limits of Hartshorne.,1667,"Senate Bill 1480, c. 412, § 9, Okla. Session Laws 2004; Commission Item 125 (B, 9), 7‐6‐04.",William Ross Stewart was an agent for the Oklahoma State Bureau of Narcotics who was killed in the line of duty.       ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.153466309126105
341,World War I Veterans Mem Hwy,The section beginning from the I-40 Interchange southbound extending to the Texas State Line.,1998,,Southern half of the state,I‐35,3,World War I Veterans Memorial Highway,The section beginning from the I‐40 Interchange southbound extending to the Texas State Line.,1629,"Senate Bill 854, c. 337, § 1, Okla. Session Laws 1998, pg. 1435; Commission Item 131‐A, 7‐6‐98.",Such names shall serve as an expression of appreciation for the entire State of Oklahoma and to memorialize the men and women who served in the wars. ,The Department of Transportation shall cause suitable permanent markers to be placed and maintained on the highways bearing such names. Any portion of a highway in this state currently designated as a ""Veterans Memorial Highway"" shall not be renamed ,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,1.88385737426308
342,World War II Veterans Mem Hwy,The section beginning at the I-40 Interchange northbound extending to the Kansas State Line.,1998,,Northern half of  the state,I‐35,,World War II Veterans Memorial Highway,The section beginning at the I‐40 Interchange northbound extending to the Kansas State Line.,1629,"Senate Bill 854, c. 337, § 1, Okla. Session Laws 1998, pg. 1435; Commission Item 131‐A, 7‐6‐98.",Such names shall serve as an expression of the appreciation of the entire State of Oklahoma and to memorialize the men and women who served in the wars. The Department of Transportation shall cause suitable permanent markers to be placed and maintained on, Plaque:  Dedicated in honor of the Honorable J. O. Selman as a tribute for outstanding public service.,,,OKDOT_GIS,12/10/2025 2:36:50 PM,the highways bearing such names. Any portion of a highway in this state which is currently designated as a ""Veterans Memorial Highway"" shall not be renamed without legislative approval.,1,,,1.58046449565684
343,WW I Choctaw Code Talkers Highway,The section of SH 3 between Antlers in Pushmataha County and Broken Bow in McCurtain County.,2013,,McCurtain,SH 3,2,WW I Choctaw Code Talkers Highway,The section of SH 3 between Antlers in Pushmataha County and Broken Bow in McCurtain County.,1698.170.,"House Bill 1759, c. 270, § 12‐1, Okla. Session Laws 2013;  Commission Item 98(I, d), 7‐1‐13.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.925027797164972
345,Deputy Sean Cookson Memorial Highway,A section of State Highway 82 beginning at West Gideon Road extending southeast to North Elm Grove Road north of Tahlequah in Cherokee County,2019,,Cherokee,SH-82,1,Deputy Sean Cookson Memorial Highway,A section of SH-82 beginning at West Gideon Road extending southeast to North Elm Grove Road north of Tahlequah.,1698.292,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Matt Meredith",Died while on duty en route to a training session.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0367953474957364
346,Councilwoman Avalon Reece Memorial Highway,A section of U.S. Highway 64 Business beginning at W 23rd Street South extending north to W Southside Boulevard in the City of Muskogee.,2019,,Muskogee,US-64,1,Councilwoman Avalon Reece Memorial Highway,A section of US-64 Business beginning at W 23rd Street South extending north to W Southside Boulevard in the city of Muskogee.,1698.296,"House Bill 2311  Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Avery Frix  ",,"Amended November 1, 2022. Approved in September 6, 2022 Commission Meeting.  Used to Read: The bridge located on Interstate 44 over State Highway 49 in Comanche County as the MSGT Michael Werdehoff Vietnam MIA Memorial Bridge",,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0183589133688583
347,Randy Peterson Memorial Highway,A section of U.S. Highway 69 Business in the city of Eufaula beginning at Foley Avenue and extending north to Selmon Road in McIntosh County.,2019,,McIntosh,US-69,1,Randy Peterson Memorial Highway,A section of US-69 Business in the city of Eufaula beginning at Foley Avenue extending north to Selmon Road. ,1698.301,"Senate Bill 641  Eff. November 1, 2019 Commission Item 123, 9-03-2019 Sen. Roger Thompson  ",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.000965181283930263
348,Sgt. Michael A. Crawford Memorial Highway,A section of U.S. Highway 266 beginning at the intersection with U.S. Highway 75 and extending east to the eastern municipal limits of Dewar in Okmulgee County.,2019,,Okmulgee,US-266,1,Sgt. Michael A. Crawford Memorial Highway,A section of US-266 beginning at the intersection with US-75 and extending east to the eastern municipal limits of Dewar. ,1698.302,"Senate Bill 641 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Sen. Roger Thompson  ",KIA in a helicopter crash in Vietnam,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0359318540229235
349,Lt. Heath Meyer #64 Memorial Highway,A two mile section of Interstate 35 in Cleveland County beginning one mile south of North 27th Street in Moore and extending 2 miles north.,2019,,Cleveland,I-35,3,Lt. Heath Meyer #64 Memorial Highway,A two mile section of I-35 beginning one mile south of North 27th Street in Moore and extending 2 miles north,1698.304,"Senate Bill 641 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Sen. Rob Standridge ",Died from injuries sustained while on duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0285132342080813
350,Deputy Sheriff Clifford Phillip Payne Memorial Highway,A section of State Highway 54 in Washita County beginning at the Custer County line extending southerly to the intersection of State Highway 54 Business (S054B).,2019,,Washita,SH-54,5,Deputy Sheriff Clifford Phillip Payne Memorial Highway,A section of SH-54 beginning at the Custer County line extending southerly to the intersection of SH-54 Business.,1698.294,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Todd Russ",Deputy Sheriff Payne died while on duty.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.115715555823107
351,Trooper Leon H. Brown Memorial Highway,A section of U.S. Highway 77 beginning at the south edge of Marietta extending southwesterly to the northern municipal limits of Thackerville in Love County.,2019,,Love,US-77,7,Trooper Leon H. Brown Memorial Highway,A section of US-77 beginning at the south edge of Marietta extending southwesterly to the northern municipal limits of Thackerville.,1698.29,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Tommy Hardin","Leon worked for the Oklahoma Department of Transportation Survey Division starting in October 1962 in Tulsa, Oklahoma, until October 1972 when he left to start his career with OHP. Leon graduated from OHP Academy in December 1972 and was assigned to ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Troop F in Ardmore, Carter County. Leon’s primary patrol area was Love County. Leon spent 25 years as a patrolman serving Love County and its people, retiring in December 1997, having served over 35 years for the state of Oklahoma, 25 as a patrolman.",1,"  Leon was well known and respected in Love County.  Leon was born on November 24, 1940, and passed away on December 16, 2012.",,0.124279154909454
352,City Marshal Jefferson Davis ""J.D."" Graham Memorial Highway,A section of State Highway 5 beginning at South Boundary Avenue (SE Boundary St) extending southeasterly to the intersection of N2680 County Road in Cotton County,2019,,Cotton,SH-5,7,City Marshal Jefferson Davis ""J.D."" Graham Memorial Highway,A section of SH-5 beginning at South Boundary Avenue extending southeasterly to the intersection of N2680 County Road.,1698.298,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Toni Hasenbeck  ",Died from a gunshot wound while on duty in 1929.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0441967987046205
353,Sheriff Horace H. ""Bill"" Dyer Memorial Highway,"A section of State Highway 5 on the west edge of Temple, in Cotton County beginning at the intersection of State Highway 65 South and extending west to N2640 County Road.",2019,,Cotton,SH-5,7,Sheriff Horace H. ""Bill"" Dyer Memorial Highway,"A section of SH-5 on the west edge of Temple, in Cotton County beginning at the intersection of SH-65 South and extending west to N2640 County Road.",1698.299,"House Bill 2311 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Toni Hasenbeck",Died from injuries suffered while on duty in 1958.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0356907140358159
354,Sweetwater Veterans Memorial Highway,The section of State Highway 30 beginning at the southern municipal limits of the town of Sweetwater in Beckham County extending south to the intersection of State Highway 30 and County Road 1140 in Beckham County.,2021,,Beckham,SH 30,5,Sweetwater Veterans Memorial Highway,The section of State Highway 30 beginning at the southern municipal limits of the town of Sweetwater in Beckham County extending south to the intersection of State Highway 30 and County Road 1140 in Beckham County,1698.318.,"Laws 2021 SB 624, c. 572, § 12, Eff. November 1, 2021 Commission Item 121 (cc), 9-7-2021.",To honor the Sweetwater Veterans. The Sweetwater Veterans Memorial is on State Highway 30. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0334796050615522
355,SP4 Alfred Dean Hildebrand Memorial Highway,The portion of State Highway 30 beginning at the northern municipal limits of the town of Sweetwater extending north to the intersection of State Highway 30 and E 1060 Road in Roger Mills County.,2021,,Roger Mills  ,SH-30,5,SP4 Alfred Dean Hildebrand Memorial Highway,The portion of State Highway 30 beginning at the northern municipal limits of the town of Sweetwater extending north to the intersection of State Highway 30 and E 1060 Road in Roger Mills County,1698.323.,"Laws 2021, SB 624, c. 572, § 17, eff. November 1, 2021. Commission Item 121 (ff), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0290895783766286
356,President Donald J. Trump Highway,The section of US 287 beginning at the municipal limits of Boise City extending southeast to the Oklahoma-Texas border in Cimarron County.,2021,,Cimarron,US-287,6,President Donald J. Trump Highway,The section of US 287 beginning at the municipal limits of Boise City extending southeast to the Oklahoma-Texas border in Cimarron County,1698.311.,"Laws 2021, SB 624, c. 572, § 4, eff. November 1, 2021. Commission Item 121 (ii), 9-7-2021",45th and 47th President of the United States of America,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.351531976445073
357,William Charles “Charley” Coen Memorial Highway,The section of U.S. Highway 64 beginning at the western municipal limits of the town of Buffalo in Harper County extending to N1860 Road in Harper County.,2021,,Harper,US-64,6,William Charles “Charley” Coen Memorial Highway,The section of U.S. Highway 64 beginning at the western municipal limits of the town of Buffalo in Harper County extending to N1860 Road in Harper County,1698.308.,"Laws 2021, SB 624, c. 572, § 1, eff. November 1, 2021. Commission Item 121 (jj), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0755520747343361
358,Speaker Pro Tempore Jim R. Glover Memorial Highway,The section of State Highway 17 beginning at the east municipal limits of Elgin extending to the intersection with NE Miller Street in Comanche County.,2021,,Comanche,SH 177,7,Speaker Pro Tempore Jim R. Glover Memorial Highway,The section of State Highway 17 beginning at the east municipal limits of Elgin extending to the intersection with NE Miller Street in Comanche County,1698.312.,"Laws 2021, SB 624, c. 572, § 6, eff. November 1, 2021. Commission Item 121 (ll), 9-7-2021",,"Plaque:  Dedicated by the United States Congress, the Oklahoma Legislature, and the Oklahoma Transportation Commission ‐ In honor of Tom Steed, father of the nation's Interstate System ‐ January 1984.",,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0732252073341989
359,"Creede Speake, Jr. Memorial Highway",The section of State Highway 53 beginning at the intersection of Midway Road extending east through the community of Milo to the intersection of Woodford Road in Carter County.,2021,,Carter,SH-53,7,"Creede Speake, Jr. Memorial Highway",The section of State Highway 53 beginning at the intersection of Midway Road extending east through the community of Milo to the intersection of Woodford Road in Carter County,1698.347.,"Laws 2021, SB 624, c. 572, § 41, eff. November 1, 2021. Commission Item 121 (pp), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.104712563372461
360,Mayor Martin Dyer Memorial Highway,The section of U.S. Highway 77 beginning at the intersection of Broadway Avenue in Ardmore extending north to the intersection of State Highway 142 in Carter County.,2021,,Carter,I-35,7,Mayor Martin Dyer Memorial Highway,The section of U.S. Highway 77 beginning at the intersection of Broadway Avenue in Ardmore extending north to the intersection of State Highway 142 in Carter County,1698.351.,"Laws 2021, SB 624, c. 572, § 45, eff. November 1, 2021 Commission Item 121 (rr), 9-7-2021; Amended by Laws 2022, HB 4105, c. 356, § 40, eff. November 1, 2022 Commission Item 122 (jj), 9-6-2022","Amended November 1, 2022. Approved in the September 6, 2022, Commission Meeting.  Used to Read: The section of U.S. Highway 77 begins at the intersection of Broadway Avenue in Ardmore, extending north to State Highway 142 in Carter County as the ""Martin ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,Dyer Memorial Highway”. ,1,,,0.0285677450206115
361,Representative Howard Paul Cotner Memorial Highway,The section of U.S. Highway 283 beginning at County Road East 1660 extending north to the intersection of Tamarack Road in the City of Altus in Jackson County.,2021,,Jackson,US 283,5,Representative Howard Paul Cotner Memorial Highway,The section of U.S. Highway 283 beginning at County Road East 1660 extending north to the intersection of Tamarack Road in the City of Altus in Jackson County,1698.357.,"Laws 2021, SB 624, c. 572, § 51, eff. November 1, 2021. Commission Item 121 (ss), 9-7-2021",To honor Representative Cotner's 26 years of service in the House of Representatives.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.058089748406616
362,South Mickey Mantle Boulevard,The section of U.S. Highway 69 in Ottawa County beginning at the intersection of Newman Road then extending north to the intersection of Commerce Street in the City of Commerce in Ottawa County.,2021,,Ottawa,US 69,8,South Mickey Mantle Boulevard,The section of U.S. Highway 69 in Ottawa County beginning at the intersection of Newman Road then extending north to the intersection of Commerce Street in the City of Commerce in Ottawa County,1698.330.,"Laws 2021, SB 624, c. 572, § 24, eff. November 1, 2021. Commission Item 121 (vv), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0175995941462333
